org_name.x,org_city.x,org_state.x,lat.x,lon.x,org_name.y,org_city.y,org_state.y,lat.y,lon.y,org_name.dist,org_city.dist,org_state.dist,org_name
University of North Carolina at Pembroke,Pembroke,NC,34.69413,-79.19811,NA,NA,NA,NA,NA,NA,NA,NA,University of North Carolina at Pembroke
University of North Dakota,Grand Forks,ND,47.91987,-97.07282,NA,NA,NA,NA,NA,NA,NA,NA,University of North Dakota
University of North Texas Health Science Center,Fort Worth,TX,32.74954,-97.36903,NA,NA,NA,NA,NA,NA,NA,NA,University of North Texas Health Science Center
University of Oklahoma Health Sciences Center,Oklahoma City,OK,35.47459,-97.50503,NA,NA,NA,NA,NA,NA,NA,NA,University of Oklahoma Health Sciences Center
University of South Dakota,Vermillion,SD,42.78263,-96.92543,NA,NA,NA,NA,NA,NA,NA,NA,University of South Dakota
University of Tennessee Chattanooga,Chattanooga,TN,35.04582,-85.29982,NA,NA,NA,NA,NA,NA,NA,NA,University of Tennessee Chattanooga
University of Texas Southwestern Medical Center,Dallas,TX,32.81196,-96.83753,NA,NA,NA,NA,NA,NA,NA,NA,University of Texas Southwestern Medical Center
University of the Pacific-Stockton,Stockton,CA,37.98434,-121.30996,NA,NA,NA,NA,NA,NA,NA,NA,University of the Pacific-Stockton
Urban Health Partnerships,Miami,FL,25.75816,-80.19932,NA,NA,NA,NA,NA,NA,NA,NA,Urban Health Partnerships
"Us Helping Us, People Into Living, Inc.",Washington,DC,38.9351,-77.0244,NA,NA,NA,NA,NA,NA,NA,NA,"Us Helping Us, People Into Living, Inc."
Van Andel Research Institute,Grand Rapids,MI,42.96939,-85.6664,NA,NA,NA,NA,NA,NA,NA,NA,Van Andel Research Institute
WETA TV 26,Arlington,VA,38.84087,-77.08649,NA,NA,NA,NA,NA,NA,NA,NA,WETA TV 26
Wadsworth Center,Menands,NY,42.64589,-73.79766,NA,NA,NA,NA,NA,NA,NA,NA,Wadsworth Center
Wake Forest University Health Sciences,Winston-Salem,NC,36.0594,-80.32198,NA,NA,NA,NA,NA,NA,NA,NA,Wake Forest University Health Sciences
Weill Medical College of Cornell University,New York,NY,40.7607,-73.9603,NA,NA,NA,NA,NA,NA,NA,NA,Weill Medical College of Cornell University
"Westat, Inc.",Bethesda,MD,39.09463,-77.18145,NA,NA,NA,NA,NA,NA,NA,NA,"Westat, Inc."
"Whitman-Walker Institute, Inc.",Washington,DC,38.9127,-77.03142,NA,NA,NA,NA,NA,NA,NA,NA,"Whitman-Walker Institute, Inc."
Winifred Masterson Burke Medical Research Institute,White Plains,NY,41.01658,-73.75221,NA,NA,NA,NA,NA,NA,NA,NA,Winifred Masterson Burke Medical Research Institute
Wistar Institute,Philadelphia,PA,39.95129,-75.19577,NA,NA,NA,NA,NA,NA,NA,NA,Wistar Institute
NA,NA,NA,NA,NA,Alabama A&M University,Normal,AL,34.7838707,-86.5775697,NA,NA,NA,Alabama A&M University
NA,NA,NA,NA,NA,Alamo Community College District - St. Philip's College,San Antonio,TX,29.416791,-98.4547557,NA,NA,NA,Alamo Community College District - St. Philip's College
NA,NA,NA,NA,NA,Allan Hancock College,Santa Maria,CA,34.9444382,-120.4188384,NA,NA,NA,Allan Hancock College
NA,NA,NA,NA,NA,Allegheny College,Meadville,PA,41.6589731,-80.1498362,NA,NA,NA,Allegheny College
NA,NA,NA,NA,NA,Alverno College,Milwaukee,WI,42.9832666,-87.9665582,NA,NA,NA,Alverno College
NA,NA,NA,NA,NA,American Association of Physics Teachers,College Park,MD,38.9715525,-76.9299672,NA,NA,NA,American Association of Physics Teachers
NA,NA,NA,NA,NA,American Bar Foundation,Chicago,IL,41.8961942,-87.6171682,NA,NA,NA,American Bar Foundation
NA,NA,NA,NA,NA,American Indian Science and Engineering Society (AISES),Albuquerque,NM,35.156762,-106.6800351,NA,NA,NA,American Indian Science and Engineering Society (AISES)
NA,NA,NA,NA,NA,American Institute of Mathematics,Pasadena,CA,34.1376576,-118.125269,NA,NA,NA,American Institute of Mathematics
NA,NA,NA,NA,NA,American Institutes for Research in the Behavioral Sciences,Arlington,VA,38.8610296,-77.0498801,NA,NA,NA,American Institutes for Research in the Behavioral Sciences
NA,NA,NA,NA,NA,American Museum Natural History,New York,NY,40.781135,-73.9736037,NA,NA,NA,American Museum Natural History
NA,NA,NA,NA,NA,American Physical Society,College Park,MD,38.969788,-76.9285604,NA,NA,NA,American Physical Society
NA,NA,NA,NA,NA,American Society for Biochemistry and Molecular Biology,Rockville,MD,39.0477433,-77.1274155,NA,NA,NA,American Society for Biochemistry and Molecular Biology
NA,NA,NA,NA,NA,American Society for Cell Biology,Rockville,MD,39.0477433,-77.1274155,NA,NA,NA,American Society for Cell Biology
NA,NA,NA,NA,NA,Appalachian College Association,Walland,TN,35.7287197,-83.7648191,NA,NA,NA,Appalachian College Association
NA,NA,NA,NA,NA,Appalachian State University,Boone,NC,36.2127347,-81.6774708,NA,NA,NA,Appalachian State University
NA,NA,NA,NA,NA,Arcadia University,Glenside,PA,40.0907999,-75.1658134,NA,NA,NA,Arcadia University
NA,NA,NA,NA,NA,Arizona State University,Tempe,AZ,33.4641772,-111.9230963,NA,NA,NA,Arizona State University
NA,NA,NA,NA,NA,"Associated Universities, Inc..",Vienna,VA,38.8829051,-77.2268622,NA,NA,NA,"Associated Universities, Inc."
NA,NA,NA,NA,NA,"Association for Women in Mathematics, Inc..",Providence,RI,41.8371711,-71.4124033,NA,NA,NA,"Association for Women in Mathematics, Inc."
NA,NA,NA,NA,NA,Association of American Colleges and Universities,Washington,DC,38.9124077,-77.0425399,NA,NA,NA,Association of American Colleges and Universities
NA,NA,NA,NA,NA,Association of American Geographers,Washington,DC,38.8992284,-77.0399758,NA,NA,NA,Association of American Geographers
NA,NA,NA,NA,NA,Association of Public and Land-Grant Universities,Washington,DC,38.9033028,-77.0294142,NA,NA,NA,Association of Public and Land-Grant Universities
NA,NA,NA,NA,NA,Azusa Pacific University,Azusa,CA,34.1303221,-117.8892304,NA,NA,NA,Azusa Pacific University
NA,NA,NA,NA,NA,Bank Street College of Education,New York,NY,40.8055791,-73.9666112,NA,NA,NA,Bank Street College of Education
NA,NA,NA,NA,NA,Benedictine University,Lisle,IL,41.7766038,-88.0966434,NA,NA,NA,Benedictine University
NA,NA,NA,NA,NA,Berry College,Mount Berry,GA,34.28942,-85.1931705,NA,NA,NA,Berry College
NA,NA,NA,NA,NA,Bethune-Cookman University,Daytona Beach,FL,29.2114632,-81.0331067,NA,NA,NA,Bethune-Cookman University
NA,NA,NA,NA,NA,Black in Marine Science,Spokane,WA,47.6581816,-117.4207891,NA,NA,NA,Black in Marine Science
NA,NA,NA,NA,NA,Boise State University,Boise,ID,43.609316,-116.2108122,NA,NA,NA,Boise State University
NA,NA,NA,NA,NA,Botanical Society of America,Saint Louis,MO,38.6167404,-90.2612157,NA,NA,NA,Botanical Society of America
NA,NA,NA,NA,NA,Bowdoin College,Brunswick,ME,43.9078476,-69.9617329,NA,NA,NA,Bowdoin College
NA,NA,NA,NA,NA,Bowie State University,Bowie,MD,39.0192706,-76.7593488,NA,NA,NA,Bowie State University
NA,NA,NA,NA,NA,Bowling Green State University,Bowling Green,OH,41.3793443,-83.6148345,NA,NA,NA,Bowling Green State University
NA,NA,NA,NA,NA,Bradley University,Peoria,IL,40.6966572,-89.6157877,NA,NA,NA,Bradley University
NA,NA,NA,NA,NA,Bridgewater State University,Bridgewater,MA,41.9869071,-70.9707476,NA,NA,NA,Bridgewater State University
NA,NA,NA,NA,NA,CSU Fullerton Auxiliary Services Corporation,Fullerton,CA,33.8812313,-117.8905735,NA,NA,NA,CSU Fullerton Auxiliary Services Corporation
NA,NA,NA,NA,NA,CSUB Auxiliary for Sponsored Programs Administration,Bakersfield,CA,35.3487933,-119.1027261,NA,NA,NA,CSUB Auxiliary for Sponsored Programs Administration
NA,NA,NA,NA,NA,CUNY Borough of Manhattan Community College,New York,NY,40.7174546,-74.0122469,NA,NA,NA,CUNY Borough of Manhattan Community College
NA,NA,NA,NA,NA,CUNY City College,New York,NY,40.8192371,-73.9490385,NA,NA,NA,CUNY City College
NA,NA,NA,NA,NA,CUNY College of Staten Island,Staten Island,NY,40.6008735,-74.1517188,NA,NA,NA,CUNY College of Staten Island
NA,NA,NA,NA,NA,CUNY John Jay College of Criminal Justice,New York,NY,40.7707042,-73.989257,NA,NA,NA,CUNY John Jay College of Criminal Justice
NA,NA,NA,NA,NA,CUNY Kingsborough Community College,Brooklyn,NY,40.5787693,-73.9345125,NA,NA,NA,CUNY Kingsborough Community College
NA,NA,NA,NA,NA,CUNY New York City College of Technology,Brooklyn,NY,40.6955102,-73.9864923,NA,NA,NA,CUNY New York City College of Technology
NA,NA,NA,NA,NA,CUNY Queensborough Community College,Bayside,NY,40.7554101,-73.7574006,NA,NA,NA,CUNY Queensborough Community College
NA,NA,NA,NA,NA,"Cal Poly Pomona Foundation, Inc..",Pomona,CA,34.061538,-117.8184432,NA,NA,NA,"California State Polytechnic University, Pomona"
NA,NA,NA,NA,NA,California State University Channel Islands,Camarillo,CA,34.1619468,-119.0435335,NA,NA,NA,California State University Channel Islands
NA,NA,NA,NA,NA,"California State University, East Bay Foundation, Inc..",Hayward,CA,37.6575531,-122.0617166,NA,NA,NA,California State University East Bay
NA,NA,NA,NA,NA,California State University-Fresno Foundation,Fresno,CA,36.806955,-119.7359405,NA,NA,NA,California State University Fresno
NA,NA,NA,NA,NA,Carleton College,Northfield,MN,44.4613041,-93.156084,NA,NA,NA,Carleton College
NA,NA,NA,NA,NA,"Cast, Inc..",Lynnfield,MA,42.5122916,-71.0342229,NA,NA,NA,"Cast, Inc."
NA,NA,NA,NA,NA,Central State University,Wilberforce,OH,39.7169812,-83.8774384,NA,NA,NA,Central State University
NA,NA,NA,NA,NA,Central Washington University,Ellensburg,WA,47.0025944,-120.5381474,NA,NA,NA,Central Washington University
NA,NA,NA,NA,NA,Chaminade University of Honolulu,Honolulu,HI,21.2900982,-157.8077453,NA,NA,NA,Chaminade University of Honolulu
NA,NA,NA,NA,NA,ChangeAerial LLC,San Diego,CA,32.7732721,-117.1981144,NA,NA,NA,ChangeAerial LLC
NA,NA,NA,NA,NA,Chapman University,Orange,CA,33.7927662,-117.8542455,NA,NA,NA,Chapman University
NA,NA,NA,NA,NA,Chicago Children's Museum,Chicago,IL,41.8910672,-87.6109095,NA,NA,NA,Chicago Children's Museum
NA,NA,NA,NA,NA,Chicago State University,Chicago,IL,41.7179751,-87.6094388,NA,NA,NA,Chicago State University
NA,NA,NA,NA,NA,Chico State Enterprises,Chico,CA,39.7317943,-121.8415384,NA,NA,NA,Chico State Enterprises
NA,NA,NA,NA,NA,Child Trends Inc.,Rockville,MD,39.0590957,-77.1201244,NA,NA,NA,Child Trends Inc.
NA,NA,NA,NA,NA,Children's Museum of Pittsburgh,Pittsburgh,PA,40.4528353,-80.0064158,NA,NA,NA,Children's Museum of Pittsburgh
NA,NA,NA,NA,NA,Christopher Newport University,Newport News,VA,37.0625308,-76.494308,NA,NA,NA,Christopher Newport University
NA,NA,NA,NA,NA,City College of San Francisco,San Francisco,CA,37.7259238,-122.4484931,NA,NA,NA,City College of San Francisco
NA,NA,NA,NA,NA,City Colleges of Chicago Harry S Truman College,Chicago,IL,41.9635523,-87.6579611,NA,NA,NA,City Colleges of Chicago Harry S Truman College
NA,NA,NA,NA,NA,Claudius Legal Intelligence Inc.,Miami,FL,25.729446,-80.3063532,NA,NA,NA,Claudius Legal Intelligence Inc.
NA,NA,NA,NA,NA,Cleveland State University,Cleveland,OH,41.5027643,-81.674423,NA,NA,NA,Cleveland State University
NA,NA,NA,NA,NA,Coastal and Estuarine Research Federation,Seattle,WA,47.7074428,-122.3317119,NA,NA,NA,Coastal and Estuarine Research Federation
NA,NA,NA,NA,NA,Coeur D' Alene Tribe,Plummer,ID,47.3376628,-116.8867348,NA,NA,NA,Coeur D' Alene Tribe
NA,NA,NA,NA,NA,College of William and Mary,Williamsburg,VA,37.2807823,-76.7240467,NA,NA,NA,College of William and Mary
NA,NA,NA,NA,NA,Colorado State University-Pueblo,Pueblo,CO,38.3116209,-104.5781324,NA,NA,NA,Colorado State University-Pueblo
NA,NA,NA,NA,NA,Columbus State Community College,Columbus,OH,39.9694338,-82.9868337,NA,NA,NA,Columbus State Community College
NA,NA,NA,NA,NA,Columbus State University,Columbus,GA,32.4989045,-84.9445046,NA,NA,NA,Columbus State University
NA,NA,NA,NA,NA,Concord Consortium,Concord,MA,42.4566101,-71.3581752,NA,NA,NA,Concord Consortium
NA,NA,NA,NA,NA,Cosmic Picture Distribution LLC,Somers,NY,41.3334405,-73.6665377,NA,NA,NA,Cosmic Picture Distribution LLC
NA,NA,NA,NA,NA,Council of Graduate Schools,Washington,DC,38.9090754,-77.0444829,NA,NA,NA,Council of Graduate Schools
NA,NA,NA,NA,NA,Crow Canyon Archaeological Center,Cortez,CO,37.3565981,-108.6276825,NA,NA,NA,Crow Canyon Archaeological Center
NA,NA,NA,NA,NA,Cuesta College,San Luis Obispo,CA,35.3313257,-120.7422648,NA,NA,NA,Cuesta College
NA,NA,NA,NA,NA,David Lipscomb University,Nashville,TN,36.1036206,-86.798965,NA,NA,NA,David Lipscomb University
NA,NA,NA,NA,NA,Donald Danforth Plant Science Center,Saint Louis,MO,38.6742755,-90.3970103,NA,NA,NA,Donald Danforth Plant Science Center
NA,NA,NA,NA,NA,Do√±a Ana Branch Community College,Las Cruces,NM,32.2750826,-106.755145,NA,NA,NA,Doña Ana Branch Community College
NA,NA,NA,NA,NA,East Central University,Ada,OK,34.7724992,-96.661179,NA,NA,NA,East Central University
NA,NA,NA,NA,NA,Eastern Washington University,Cheney,WA,47.4901311,-117.5797657,NA,NA,NA,Eastern Washington University
NA,NA,NA,NA,NA,Edna Inc..,Oxford,MA,42.0946487,-71.8717023,NA,NA,NA,Edna Inc.
NA,NA,NA,NA,NA,Education Development Center,Waltham,MA,42.3899412,-71.2575841,NA,NA,NA,Education Development Center
NA,NA,NA,NA,NA,Educational Testing Service,Princeton,NJ,40.3489644,-74.7147,NA,NA,NA,Educational Testing Service
NA,NA,NA,NA,NA,Elmhurst University,Elmhurst,IL,41.8969858,-87.9471395,NA,NA,NA,Elmhurst University
NA,NA,NA,NA,NA,Eureka Scientific Inc.,Oakland,CA,37.8037076,-122.2084588,NA,NA,NA,Eureka Scientific Inc.
NA,NA,NA,NA,NA,Exploratorium,San Francisco,CA,37.8016739,-122.399135,NA,NA,NA,Exploratorium
NA,NA,NA,NA,NA,Federation of American Societies for Experimental Biology,Rockville,MD,39.047715,-77.1273868,NA,NA,NA,Federation of American Societies for Experimental Biology
NA,NA,NA,NA,NA,Fielding Graduate University,Santa Barbara,CA,34.4294143,-119.7172578,NA,NA,NA,Fielding Graduate University
NA,NA,NA,NA,NA,Fisk University,Nashville,TN,36.1670376,-86.8032583,NA,NA,NA,Fisk University
NA,NA,NA,NA,NA,Florida Atlantic University,Boca Raton,FL,26.3683141,-80.101765,NA,NA,NA,Florida Atlantic University
NA,NA,NA,NA,NA,Florida Gulf Coast University,Fort Myers,FL,26.4590966,-81.7736874,NA,NA,NA,Florida Gulf Coast University
NA,NA,NA,NA,NA,Fort Valley State University,Fort Valley,GA,32.5343243,-83.8993342,NA,NA,NA,Fort Valley State University
NA,NA,NA,NA,NA,Framingham State University,Framingham,MA,42.298308,-71.4370588,NA,NA,NA,Framingham State University
NA,NA,NA,NA,NA,Franklin and Marshall College,Lancaster,PA,40.0489427,-76.3186806,NA,NA,NA,Franklin and Marshall College
NA,NA,NA,NA,NA,Future Earth,Fort Collins,CO,40.5246934,-105.0837301,NA,NA,NA,Future Earth
NA,NA,NA,NA,NA,Galveston College,Galveston,TX,29.2841446,-94.8083286,NA,NA,NA,Galveston College
NA,NA,NA,NA,NA,George Mason University,Fairfax,VA,38.8338752,-77.3160194,NA,NA,NA,George Mason University
NA,NA,NA,NA,NA,Georgia Gwinnett College,Lawrenceville,GA,33.9802966,-84.0047709,NA,NA,NA,Georgia Gwinnett College
NA,NA,NA,NA,NA,Georgia Piedmont Technical College,Clarkston,GA,33.790053,-84.2347949,NA,NA,NA,Georgia Piedmont Technical College
NA,NA,NA,NA,NA,Georgia Tech Applied Research Corporation,Atlanta,GA,33.7798507,-84.4001634,NA,NA,NA,Georgia Institute of Technology
NA,NA,NA,NA,NA,Georgia Tech Research Corporation,Atlanta,GA,33.7798507,-84.4001634,NA,NA,NA,Georgia Institute of Technology
NA,NA,NA,NA,NA,Global Fund for Women Inc.,San Francisco,CA,37.7939112,-122.4033221,NA,NA,NA,Global Fund for Women Inc.
NA,NA,NA,NA,NA,"Gpra Strategic Management, Inc..",White Plains,MD,38.6165699,-77.030061,NA,NA,NA,"GPRA Strategic Management, Inc."
NA,NA,NA,NA,NA,"Granted Advisors, LLC",New Orleans,LA,30.0157381,-90.0422965,NA,NA,NA,"Granted Advisors, LLC"
NA,NA,NA,NA,NA,Greater Washington Educational Telecommunications Association,Arlington,VA,38.8414883,-77.086215,NA,NA,NA,Greater Washington Educational Telecommunications Association
NA,NA,NA,NA,NA,Hamilton College,Clinton,NY,43.0499446,-75.4059969,NA,NA,NA,Hamilton College
NA,NA,NA,NA,NA,Harris-Stowe State University,Saint Louis,MO,38.6318531,-90.2239475,NA,NA,NA,Harris-Stowe State University
NA,NA,NA,NA,NA,Haverford College,Haverford,PA,40.007498,-75.305189,NA,NA,NA,Haverford College
NA,NA,NA,NA,NA,Hawaii Pacific University,Honolulu,HI,21.3065617,-157.8655946,NA,NA,NA,Hawaii Pacific University
NA,NA,NA,NA,NA,Heritage University,Toppenish,WA,46.3742327,-120.3943117,NA,NA,NA,Heritage University
NA,NA,NA,NA,NA,Hinds Community College-Utica,Raymond,MS,32.2576095,-90.4184093,NA,NA,NA,Hinds Community College-Utica
NA,NA,NA,NA,NA,Hofstra University,Hempstead,NY,40.7168988,-73.5990378,NA,NA,NA,Hofstra University
NA,NA,NA,NA,NA,Horizon Research Inc.,Chapel Hill,NC,35.91163,-78.9773494,NA,NA,NA,Horizon Research Inc.
NA,NA,NA,NA,NA,Housatonic Community College,Bridgeport,CT,41.1751236,-73.1906146,NA,NA,NA,Housatonic Community College
NA,NA,NA,NA,NA,Houston Christian University,Houston,TX,29.6949384,-95.5153952,NA,NA,NA,Houston Christian University
NA,NA,NA,NA,NA,Hudson County Community College,Jersey City,NJ,40.7304905,-74.0637336,NA,NA,NA,Hudson County Community College
NA,NA,NA,NA,NA,Ina Solutions Inc..,Fairfax,VA,38.8818709,-77.3712998,NA,NA,NA,Ina Solutions Inc.
NA,NA,NA,NA,NA,"Inclusive Engineering Consortium, Inc..",Wilmette,IL,42.0888884,-87.7021069,NA,NA,NA,"Inclusive Engineering Consortium, Inc."
NA,NA,NA,NA,NA,Indigenous Education Institute,Friday Harbor,WA,48.482805,-123.0384894,NA,NA,NA,Indigenous Education Institute
NA,NA,NA,NA,NA,Institute for Advanced Study,Princeton,NJ,40.3326232,-74.667855,NA,NA,NA,Institute for Advanced Study
NA,NA,NA,NA,NA,Institute for Learning Innovation,Portland,OR,45.5641455,-122.6958894,NA,NA,NA,Institute for Learning Innovation
NA,NA,NA,NA,NA,Institute for Native Pacific Education and Culture,Kapolei,HI,21.3189119,-158.0711861,NA,NA,NA,Institute for Native Pacific Education and Culture
NA,NA,NA,NA,NA,Iowa State University,Ames,IA,42.0261746,-93.6484405,NA,NA,NA,Iowa State University
NA,NA,NA,NA,NA,"Iseechange, Inc..",New Orleans,LA,30.0033395,-90.0844408,NA,NA,NA,"ISeeChange, Inc."
NA,NA,NA,NA,NA,Ithaca College,Ithaca,NY,42.4166791,-76.4990958,NA,NA,NA,Ithaca College
NA,NA,NA,NA,NA,Jackson State University,Jackson,MS,32.2979167,-90.2059305,NA,NA,NA,Jackson State University
NA,NA,NA,NA,NA,James Madison University,Harrisonburg,VA,38.4407623,-78.8722969,NA,NA,NA,James Madison University
NA,NA,NA,NA,NA,Jarvis Christian College,Hawkins,TX,32.6163443,-95.3131718,NA,NA,NA,Jarvis Christian College
NA,NA,NA,NA,NA,John Carroll University,Cleveland,OH,41.4905602,-81.5297689,NA,NA,NA,John Carroll University
NA,NA,NA,NA,NA,Johnson C. Smith University,Charlotte,NC,35.2429463,-80.8557684,NA,NA,NA,Johnson C. Smith University
NA,NA,NA,NA,NA,Juniata College,Huntingdon,PA,40.5001396,-78.0158977,NA,NA,NA,Juniata College
NA,NA,NA,NA,NA,Kansas State University,Manhattan,KS,39.1878084,-96.580716,NA,NA,NA,Kansas State University
NA,NA,NA,NA,NA,Kentucky Community & Technical College System,Versailles,KY,38.0586356,-84.7278824,NA,NA,NA,Kentucky Community & Technical College System
NA,NA,NA,NA,NA,Kutztown University,Kutztown,PA,40.5086643,-75.7832069,NA,NA,NA,Kutztown University
NA,NA,NA,NA,NA,Lawrence Technological University,Southfield,MI,42.4751256,-83.2507422,NA,NA,NA,Lawrence Technological University
NA,NA,NA,NA,NA,Lehigh Carbon Community College,Schnecksville,PA,40.6649438,-75.612807,NA,NA,NA,Lehigh Carbon Community College
NA,NA,NA,NA,NA,Lehigh University,Bethlehem,PA,40.6071349,-75.3812638,NA,NA,NA,Lehigh University
NA,NA,NA,NA,NA,Lisa Fitzpatrick & Associates MD-PC,Washington,DC,38.9027198,-77.0182321,NA,NA,NA,Lisa Fitzpatrick & Associates MD-PC
NA,NA,NA,NA,NA,Long Island Children's Museum,Garden City,NY,40.7277911,-73.600441,NA,NA,NA,Long Island Children's Museum
NA,NA,NA,NA,NA,Los Angeles County Museum of Natural History Foundation,Los Angeles,CA,34.0166822,-118.2898326,NA,NA,NA,Los Angeles County Museum of Natural History Foundation
NA,NA,NA,NA,NA,Louisiana Tech University,Ruston,LA,32.531509,-92.6293223,NA,NA,NA,Louisiana Tech University
NA,NA,NA,NA,NA,"Loyola University Maryland, Inc..",Baltimore,MD,39.3462233,-76.621339,NA,NA,NA,"Loyola University Maryland, Inc."
NA,NA,NA,NA,NA,Manhattanville College,Purchase,NY,41.0320144,-73.7158605,NA,NA,NA,Manhattanville College
NA,NA,NA,NA,NA,Maricopa County Community College District,Tempe,AZ,33.4129466,-111.9757687,NA,NA,NA,Maricopa County Community College District
NA,NA,NA,NA,NA,Marymount University,Arlington,VA,38.9053535,-77.1280225,NA,NA,NA,Marymount University
NA,NA,NA,NA,NA,Massachusetts Bay Community College,Wellesley Hills,MA,42.3144996,-71.2669229,NA,NA,NA,Massachusetts Bay Community College
NA,NA,NA,NA,NA,Massachusetts Institute of Technology,Cambridge,MA,42.359143,-71.0935584,NA,NA,NA,Massachusetts Institute of Technology
NA,NA,NA,NA,NA,Mathematical Sciences Research Institute,Berkeley,CA,37.8798253,-122.2442537,NA,NA,NA,Mathematical Sciences Research Institute
NA,NA,NA,NA,NA,Menlo College,Atherton,CA,37.4560992,-122.1921047,NA,NA,NA,Menlo College
NA,NA,NA,NA,NA,Mercyhurst University,Erie,PA,42.1032921,-80.0531161,NA,NA,NA,Mercyhurst University
NA,NA,NA,NA,NA,Metropolitan State University of Denver,Denver,CO,39.7453167,-105.0076645,NA,NA,NA,Metropolitan State University of Denver
NA,NA,NA,NA,NA,Miami University,Oxford,OH,39.509463,-84.7344848,NA,NA,NA,Miami University
NA,NA,NA,NA,NA,Middle Tennessee State University,Murfreesboro,TN,35.843477,-86.370967,NA,NA,NA,Middle Tennessee State University
NA,NA,NA,NA,NA,Middlesex Community College,Bedford,MA,42.5249497,-71.2747997,NA,NA,NA,Middlesex Community College
NA,NA,NA,NA,NA,Millersville University,Millersville,PA,39.9970309,-76.3542441,NA,NA,NA,Millersville University
NA,NA,NA,NA,NA,Mississippi State University,Mississippi State,MS,33.458442,-88.7946251,NA,NA,NA,Mississippi State University
NA,NA,NA,NA,NA,Missouri State University,Springfield,MO,37.2005546,-93.2806806,NA,NA,NA,Missouri State University
NA,NA,NA,NA,NA,Missouri University of Science and Technology,Rolla,MO,37.9530722,-91.7731273,NA,NA,NA,Missouri University of Science and Technology
NA,NA,NA,NA,NA,Molloy University,Rockville Centre,NY,40.6862113,-73.6270362,NA,NA,NA,Molloy University
NA,NA,NA,NA,NA,Montclair State University,Montclair,NJ,40.8597586,-74.1997454,NA,NA,NA,Montclair State University
NA,NA,NA,NA,NA,Morgan State University,Baltimore,MD,39.3459931,-76.5820535,NA,NA,NA,Morgan State University
NA,NA,NA,NA,NA,Mozilla Foundation,San Francisco,CA,37.786964,-122.3995598,NA,NA,NA,Mozilla Foundation
NA,NA,NA,NA,NA,Myvillage Project Inc.,Jacksonville,FL,30.3271736,-81.6567589,NA,NA,NA,MyVillage Project Inc.
NA,NA,NA,NA,NA,National Academy of Sciences,Washington,DC,38.8930474,-77.047937,NA,NA,NA,National Academy of Sciences
NA,NA,NA,NA,NA,National Bureau of Economic Research Inc.,Cambridge,MA,42.3697867,-71.1129615,NA,NA,NA,National Bureau of Economic Research Inc.
NA,NA,NA,NA,NA,National Postdoctoral Association,North Potomac,MD,39.0755974,-77.2692054,NA,NA,NA,National Postdoctoral Association
NA,NA,NA,NA,NA,Nevada State University,Henderson,NV,35.9830041,-114.9387086,NA,NA,NA,Nevada State University
NA,NA,NA,NA,NA,North Dakota State University Fargo,Fargo,ND,46.8929507,-96.8010306,NA,NA,NA,North Dakota State University Fargo
NA,NA,NA,NA,NA,Northern Arizona University,Flagstaff,AZ,35.1931106,-111.6563374,NA,NA,NA,Northern Arizona University
NA,NA,NA,NA,NA,Northern Illinois University,Dekalb,IL,41.9339755,-88.7798537,NA,NA,NA,Northern Illinois University
NA,NA,NA,NA,NA,Northern Kentucky University,Newport,KY,39.0335095,-84.4590535,NA,NA,NA,Northern Kentucky University
NA,NA,NA,NA,NA,Northern Virginia Community College,Annandale,VA,38.83321,-77.2365463,NA,NA,NA,Northern Virginia Community College
NA,NA,NA,NA,NA,Northwest Indian College,Bellingham,WA,48.7925768,-122.6157619,NA,NA,NA,Northwest Indian College
NA,NA,NA,NA,NA,Northwestern University,Evanston,IL,42.0506265,-87.6797271,NA,NA,NA,Northwestern University
NA,NA,NA,NA,NA,Oakland University,Rochester,MI,42.6725081,-83.2157637,NA,NA,NA,Oakland University
NA,NA,NA,NA,NA,Oberlin College,Oberlin,OH,41.2935888,-82.2236341,NA,NA,NA,Oberlin College
NA,NA,NA,NA,NA,Occidental College,Los Angeles,CA,34.12736,-118.2104777,NA,NA,NA,Occidental College
NA,NA,NA,NA,NA,Oregon Museum of Science and Industry,Portland,OR,45.5103987,-122.667173,NA,NA,NA,Oregon Museum of Science and Industry
NA,NA,NA,NA,NA,Oregon State University,Corvallis,OR,44.563919,-123.2746418,NA,NA,NA,Oregon State University
NA,NA,NA,NA,NA,PBS Foundation,Arlington,VA,38.8620837,-77.0509825,NA,NA,NA,PBS Foundation
NA,NA,NA,NA,NA,Pacific Resources for Education and Learning,Honolulu,HI,21.3083987,-157.8627769,NA,NA,NA,Pacific Resources for Education and Learning
NA,NA,NA,NA,NA,Pepperdine University,Malibu,CA,34.0391179,-118.705653,NA,NA,NA,Pepperdine University
NA,NA,NA,NA,NA,Pharmacoustics Technologies LLC,Potsdam,NY,44.6842312,-74.9797298,NA,NA,NA,Pharmacoustics Technologies LLC
NA,NA,NA,NA,NA,Pratt Institute,Brooklyn,NY,40.6915763,-73.9639134,NA,NA,NA,Pratt Institute
NA,NA,NA,NA,NA,Public Policy Lab,Brooklyn,NY,40.7040785,-73.9870285,NA,NA,NA,Public Policy Lab
NA,NA,NA,NA,NA,Regents of the University of Idaho,Moscow,ID,46.7273777,-117.0234769,NA,NA,NA,Regents of the University of Idaho
NA,NA,NA,NA,NA,Regis College,Weston,MA,42.3502881,-71.3089502,NA,NA,NA,Regis College
