org_name,tractid,FIPS,lat,lon
"INKSPACE IMAGING, INC.",06013350000,06013,37.86403,-122.13418
"SEER, INC.",06081602300,06081,37.65305,-122.40093
"XTEM PHARMACEUTICALS, INC.",06073017408,06073,33.01657,-117.27777
"BIONIC EYE TECHNOLOGIES, INC.",36027060302,36027,41.52104,-73.87912
FAUNA BIO INCORPORATED,06001444100,06001,37.55814,-122.03456
"CACTUS MEDICAL,LLC",06059062610,06059,33.67845,-117.85675
"INSCOPIX, INC.",06085504601,06085,37.45157,-122.11243
"MEDICASAFE, INC.",36061003700,36061,40.72536,-74.00604
"BDI, INC.",06037620802,06037,33.88553,-118.39261
HEMOTEK,06097151311,06097,38.3233,-122.67887
VASCULAR BIOSCIENCES,37063002037,37063,35.88004,-78.84228
"DIGITAL HEALTH EMPOWERMENT, INC.",36047015100,36047,40.66457,-73.9829
"SAFETRACES, INC.",06001404800,06001,37.8079,-122.21235
"BRUIN BIOMETRICS, LLC",06037265521,06037,34.05755,-118.44616
"LXS, INC.",06085509109,06085,37.38716,-122.06452
CALIFORNIA ACADEMY OF SCIENCES,06075980300,06075,37.76995,-122.4668
"THERAGNOSTIC TECHNOLOGIES, INC.",36103158319,36103,40.88853,-73.02905
"TITAN PHARMACEUTICALS, INC.",06081602300,06081,37.66547,-122.38217
"DIAGNOSTIC CONSULTING NETWORK, INC.",06073017810,06073,33.1508,-117.306
WINDWARD ISLANDS RESEARCH & ED FDN,36103147302,36103,40.72255,-73.24674
FIBRALIGN CORPORATION,06001440301,06001,37.59415,-122.04642
"VERANTOS, INC.",06081613000,06081,37.42371,-122.19718
FOUNDATION FOR WORKER/VETERAN/ENVIR/HLTH,36047015900,36047,40.67713,-73.9755
"THROMBODYNE, INC.",49035102100,49035,40.76188,-111.88223
SPOC PROTEOMICS INC.,04013319910,04013,33.34401,-111.96069
"OXT THERAPEUTICS, INC.",29189217600,29189,38.60344,-90.4224
"MARBLEHEAD MEDICAL, LLC",27109001201,27109,44.01567,-92.50488
"SYNCHRO MOTION, LLC",47037016600,47037,36.14583,-86.81759
"ROCKETML, INC.",41005020304,41005,45.43105,-122.73841
"NUTRIGLOBAL, INC.",13151070125,13151,33.55322,-84.2136
"IDBIOLOGICS, LLC",47037016800,47037,36.1315,-86.8005
GLYCO EXPRESSION TECHNOLOGIES (CORPORATION),13059150400,13059,33.93168,-83.36227
"BIOCOLLECTIVE, LLC",08005006709,08005,39.57364,-104.8822
UNIVERSITY OF TENNESSEE SPACE INSTITUTE,47051960202,47051,35.31974,-86.09983
"FAMILY TRANSITIONS PROGRAMS THAT WORK, L",04013422642,04013,33.37419,-111.62277
BIOREALM,06037703003,06037,33.98166,-118.39554
"BECTON, DICKINSON AND COMPANY",34003020100,34003,41.01613,-74.20762
"REPROTOX BIOTECH, LLC",13059150800,13059,33.9035,-83.31846
"SIMPHOTEK, INC.",34013001100,34013,40.74241,-74.18236
"OMNISCIENT IMAGING, INC.",04019004730,04019,32.31137,-110.85464
"TWIN CITIES PUBLIC TELEVISION, INC.",27123034201,27123,44.94768,-93.08769
NEW JERSEY CITY UNIVERSITY,34017005200,34017,40.70882,-74.08635
"CUMBERLAND PHARMACEUTICALS, INC.",47037016500,47037,36.1461,-86.80879
"MEBIAS DISCOVERY, INC.",42101980003,42101,39.95547,-75.18375
"FCS TECHNOLOGY, LLC",13219030300,13219,33.85529,-83.4558
"TECHNOLOGY COMMERCIALIZATION PARTNERS, LLC",01073012703,01073,33.47661,-86.69509
"THRUST INTERACTIVE, INC.",13121003000,13121,33.75465,-84.36322
CELLF-BIO INC,37067004010,37067,36.09271,-80.3644
"PNEUMAX, LLC",08031002704,08031,39.7368,-104.98299
"RESTFUL JAW COMPANY, LLC",27123042001,27123,44.9892,-93.19416
"TRICORDER ARRAY TECHNOLOGIES, LLC",01001021000,01001,32.63502,-86.80938
"AUDIANCE, INC.",06001400100,06001,37.85651,-122.2298
"BONDWELL TECHNOLOGIES, INC.",48041001803,48041,30.57945,-96.31213
GUIDING TECHNOLOGIES CORPORATION,42101000500,42101,39.95255,-75.16395
"RENDEVER, INC.",25017354400,25017,42.38371,-71.13534
"ERGO HEALTH, LLC",25017374800,25017,42.33881,-71.24571
"QUANTITATIVE IMAGING SYSTEMS, LLC",42003521200,42003,40.43398,-79.78363
"DICERNA PHARMACEUTICALS, INC.",25017354901,25017,42.39547,-71.14474
"NEOKERA, LLC",25025070302,25025,42.35131,-71.06888
"PEAR THERAPEUTICS, INC.",25025070104,25025,42.35031,-71.0571
"ONCOCEUTICS, INC.",42101036902,42101,39.95589,-75.19518
"INSTITUTE OF ADVANCED SCIENCES, INC.",25005653101,25005,41.64418,-70.98881
AMERICAN HEART ASSOCIATION,48113007815,48113,32.87858,-96.76039
"BLUE OAK PHARMACEUTICALS, INC.",25017361100,25017,42.43626,-71.36954
"ASTERO TECHNOLOGIES, LLC",48041002001,48041,30.61112,-96.2853
SETON HEALTHCARE,48453000309,48453,30.30213,-97.70823
"ID4PHARMA, LLC",42019912304,42019,40.69778,-80.06581
"INSTITUTE FOR PROTEIN INNOVATION, INC.",25025081001,25025,42.33623,-71.10434
"THIRD POLE, INC.",06075030101,06075,37.76501,-122.46072
"LACERTA THERAPEUTICS, INC.",12001001817,12001,29.78307,-82.47471
"BBC ENTREPRENUERIAL TRAINING AND CONSULTING, LLC",26161400700,26161,42.28854,-83.74743
"CYCLOPURE, INC.",06073017107,06073,33.05845,-117.26049
"WAVELY DIAGNOSTICS, INC.",53033000102,53033,47.72771,-122.28342
"NORTIS, INC.",53033021906,53033,47.75286,-122.16779
NOVEAR THERAPEUTICS LLC,17167003604,17167,39.76993,-89.72311
COMPUTCHEM LLC,24027602304,24027,39.25425,-76.8631
"ALISBIO, LLC",17031809402,17031,42.05018,-87.68212
PERFUSIO CORP.,37147000102,37147,35.59552,-77.37899
"COGNEXT DIAGNOSTICS, LLC",24510120100,24510,39.336,-76.61994
"ZENALUX BIOMEDICAL, INC.",37063002036,37063,35.89196,-78.88919
"OXALO THERAPEUTICS, INC.",17031410800,17031,41.79962,-87.59006
"CHIMEROCYTE, INC.",53033005600,53033,47.64,-122.41344
"VERGE THERAPEUTICS, INC.",37063001505,37063,36.00877,-78.94434
"FOCAL MEDICAL, INC.",37183052504,37183,35.82505,-78.70485
"LUMITEX, INC.",39035186107,39035,41.34752,-81.80545
"OPTICENT, INC.",17031809401,17031,42.04614,-87.6797
"D'VINCI INTERACTIVE, INC.",24043000700,24043,39.64154,-77.72058
"NEUROTHERANOSTICS, INC.",26125134800,26125,42.54597,-83.46111
IMMUSOFT CORPORATION,53033008004,53033,47.61551,-122.35344
"MERCURY BIOMED, LLC",39035170202,39035,41.50127,-81.47406
"ATGC, INC.",26161407000,26161,42.32247,-83.62565
"HCM STRATEGISTS, LLC",11001010100,11001,38.90539,-77.03503
"FYR DIAGNOSTICS, INC.",30063001302,30063,46.81748,-114.02745
"ARC BIOTECHNOLOGY, LLC",11001000502,11001,38.92882,-77.06615
SOUTHEASTERN LOUISIANA UNIVERSITY,22105954400,22105,30.51035,-90.45956
LANGSTON UNIVERSITY,40083600600,40083,35.94231,-97.2522
INIMMUNE CORPORATION,30063000100,30063,46.86562,-113.97714
"FLOREO, INC.",11001001401,11001,38.96153,-77.06981
"EXCITANT THERAPEUTICS, LLC",40109109600,40109,35.47593,-97.49322
IUOE NATIONAL TRAINING FUND,11001010700,11001,38.90451,-77.03811
"FLAT EARTH, INC.",30031001102,30031,45.66952,-111.06739
"AM BIOTECHNOLOGIES, LLC",48201411505,48201,29.74019,-95.44229
CLEARCAM INC.,48453001307,48453,30.22797,-97.77062
"TRITERPENOID THERAPEUTICS, INC.",25021419100,25021,42.22633,-71.02712
"CETYA THERAPEUTICS, INC.",08069001812,08069,40.52372,-105.13141
SWIFT COMPLIANCE CORPORATION,51540000302,51540,38.0294,-78.469
"DATA NUMERICA INSTITUTE, INC.",53033024701,53033,47.55123,-122.17844
"FOUNDATION INSTRUMENTS, INC.",47157021530,47157,35.05593,-89.7115
"STREAM DX, INC.",49011126404,49011,40.8335,-111.88349
"INVICTUS MEDICAL, INC.",48029191406,48029,29.58951,-98.51348
"BRIO DEVICE, LLC",26161403600,26161,42.30918,-83.71345
"HEARTLAND VACCINES, LLC",40119010902,40119,36.11095,-97.1113
"MICROTEK, INC.",06073017071,06073,33.02245,-117.09508
EXPLORATORIUM,06075010500,06075,37.79801,-122.39696000000001
"ORIGENT DATA SCIENCES, INC.",51059460501,51059,38.9154,-77.23258
"CLEAR GUIDE MEDICAL, INC.",24510130806,24510,39.33073,-76.64253
BENNUBIO INC,35001002100,35001,35.08888,-106.64416
"NINE CONTINENTS MEDICAL, INC.",06001451704,06001,37.65631,-121.79818
"JINGA-HI, INC.",06085508203,06085,37.3398,-122.02341
"AINGEAL, LLC",44001030100,44001,41.74907,-71.33796
"ZEBRA BIOLOGICS, INC.",25017361200,25017,42.43755,-71.39994
"JT-MESH DIAGNOSTICS, LLC",42029303302,42029,39.82317,-75.67606
"BYOMASS, INC.",25017365100,25017,42.41735,-71.40708
"MICROCURES, INC.",06087100700,06087,36.97749,-122.03049
NAMI THERAPEUTICS CORP.,09110881300,09110,41.79525,-72.26402
"ADAPTIVE TECHNOLOGY CONSULTING, LLC",47149040908,47149,35.84248,-86.44231
"JOINTECHLABS, INC.",17097864407,17097,42.22171,-88.11426
"OPENLATTICE, INC.",06081611200,06081,37.46245,-122.23448
"NEWMARK DIAGNOSTICS, LLC",13121011649,13121,34.04015,-84.17134
"HEALTHTECH SOLUTIONS, INC.",19123950700,19123,41.27743,-92.65003
"CALVIRI, INC.",04013319907,04013,33.33679,-111.91939
"HONEYCOMB BIOTECHNOLOGIES, INC.",25017367200,25017,42.35404,-71.28981
"CANCURE, LLC",53061052119,53061,47.86779,-122.16334
"CELL X TECHNOLOGIES, INC.",39035197200,39035,41.5004,-81.63085
"CELLGRO TECHNOLOGIES, LLC",31109001900,31109,40.81331,-96.70589
"CYTOSITE BIOPHARMA, INC.",25017365201,25017,42.39046,-71.44841
"CAYMAN CHEMICAL COMPANY, INC.",26161415400,26161,42.22877,-83.72449
"GALAXYWORKS, LLC",24510271101,24510,39.35235,-76.61352
"XORAN TECHNOLOGIES, LLC",26161405100,26161,42.24087,-83.71935
"ZERISCOPE, INC.",45015020407,45015,32.8603,-79.90836
"STAR CRYOELECTRONICS, LLC",35049010601,35049,35.59438,-106.0398
HUSSON UNIVERSITY,23019031100,23019,44.82697,-68.79324
"NOOM, INC.",36061009901,36061,40.74926,-74.00414
"BARATI MEDICAL, LLC",02090001300,02090,64.86073,-147.82294
"SAFELYYOU, INC.",06001423500,06001,37.85492,-122.27079
"TEMPO THERAPEUTICS, INC.",06037267201,06037,34.04784,-118.43964
THELIUM THERAPEUTICS INC,36061012602,36061,40.76782,-73.96038
"ERIK PAGE AND ASSOCIATES, INC.",06041131100,06041,37.97313,-122.61278
"FORKHEAD BIOTHERAPEUTICS, INC.",25017367100,25017,42.37931,-71.29578
"NOVOSTEO, INC.",18157005102,18157,40.45433,-86.90135
"SEAK THERAPEUTICS, LLC",47157003800,47157,35.13937,-90.02948
"GENERATION BIOTECH, LLC",34021003202,34021,40.2755,-74.72277
"PHOTONIC PHARMA, LLC",27053010600,27053,44.91654,-93.31414
"GEROLOGIX, INC.",13073030103,13073,33.55357,-82.09942
"SHIFT PHARMACEUTICALS HOLDINGS, INC.",29019001107,29019,38.9123,-92.39372
DORDT COLLEGE,19167070702,19167,43.08149,-96.16979
"RIPPLE, LLC",49035103300,49035,40.72606,-111.8597
"NANGIOTX, INC.",48201412000,48201,29.71756,-95.41424
4E THERAPEUTICS INC.,48453001603,48453,30.30054,-97.75077
"DYNAMIC ENTROPY TECHNOLOGY, LLC",48029181403,48029,29.52827,-98.58136
"CHISQUARE BIOIMAGING, LLC",25021401201,25021,42.3018,-71.14141
LUMIS CORP.,42003982200,42003,40.44456,-79.9489
"ANNOVIS BIO, INC.",42029300107,42029,40.06323,-75.4674
"TFC BIOSCIENCES, INC.",25021413100,25021,42.1864,-71.1769
"EWEAR TECHNOLOGIES, LLC",42003413100,42003,40.59311,-80.03374
"AQUILUS PHARMACEUTICALS, INC.",25017338500,25017,42.45256,-71.12914
"HEARTLANDER SURGICAL, INC.",25021412100,25021,42.21712,-71.23132
BERTEC CORPORATION,39049006722,39049,40.09117,-83.00123
"DIASCOPIC, LLC",39035151300,39035,41.5274,-81.56613
"MICROPROBES FOR LIFE SCIENCE, INC.",24031700710,24031,39.15561,-77.16464
"CAREBAND, INC.",39113010200,39113,39.7232,-84.16903
"SANERON CCEL THERAPEUTICS, INC.",12057010900,12057,28.05531,-82.4151
DRI BIOSCIENCES CORPORATION,24021752303,24021,39.345,-77.49819
"HEALTHY DESIGN, LTD. CO.",50021962100,50021,43.73284,-72.94252
"PROVOC,  INC.",11001005003,11001,38.90819,-77.03153
"L. KRENK, INC.",15009031900,15009,20.89014,-156.46633
"REMD BIOTHERAPEUTICS, INC.",06111005601,06111,34.20658,-119.03154
"OOMNI, INC.",06001421500,06001,37.89348,-122.26268
"NGS DETECTORS, LLC",44007003500,44007,41.82833,-71.38343
"SENTIOMED, INC.",49035101402,49035,40.7552,-111.82924
"OXFORD PERFORMANCE MATERIALS, INC.",09110487400,09110,41.82332,-72.6047
"OPEN SOURCE INSTRUMENTS, INC.",25017370202,25017,42.36811,-71.17873
LTS COMPUTING LLC,42029302204,42029,40.02064,-75.59406
"GREENMARK BIOMEDICAL, INC.",26065980000,26065,42.70028,-84.50118
"CANON MEDICAL RESEARCH USA, INC.",17097864513,17097,42.23804,-87.96469
"CREATV MICROTECH, INC.",24031700608,24031,39.04835,-77.24989
"XD BIO, INC.",30029000601,30029,48.27818,-114.33724
"CALIBERMRI, INC.",08013012705,08013,40.06026,-105.20277
"MIROMATRIX MEDICAL, INC.",27053026007,27053,44.87651,-93.4098
"HYDRO-GEN, LLC",34037371502,34037,41.16421,-74.45675
"BIOIO, LLC",29189216202,29189,38.65958,-90.32024
"MGS RESEARCH, INC.",09170194102,09170,41.28359,-72.62614
"ENCHEM ENGINEERING, INC.",25017373200,25017,42.36468,-71.19445
"AXNANO, LLC",51590000500,51590,36.5866,-79.386
"ABRI SCIENCE, LLC",24510040100,24510,39.289790000000004,-76.60726
"IN SITU THERAPEUTIC SOLUTIONS, INC.",53033004102,53033,47.66268,-122.27906
"GLYCOPATH, INC",45019004701,45019,32.79216,-79.86336
"LYDEX PHARMACEUTICALS, LLC",45019005100,45019,32.78947,-79.92637
"ULTIMA GENOMICS, INC.",06001444400,06001,37.53596,-122.03151
"DATA2CARE TECHNOLOGIES, LLC",08031005001,08031,39.71008,-104.91793
"I-CORDIS, LLC",29510119101,29510,38.6396,-90.2534
"CAMBRIDGE POLYMER GROUP, INC.",25025040600,25025,42.38122,-71.08019
"ALVA HEALTH, INC.",09170141800,09170,41.32207,-72.9274
"NIROGYONE THERAPEUTICS, LLC",25027740102,25027,42.32613,-71.61665
EMERGENT BIOTECHNOLOGIES LLC,48491021510,48491,30.56664,-97.68214
"VENN THERAPEUTICS, LLC",12057010900,12057,28.05531,-82.4151
"BIOLYTIC LAB PERFORMANCE, INC.",06001441503,06001,37.51588,-121.98107
"EMBODY, INC.",51059461100,51059,38.88896,-77.29554
"MIGRA-THERAPEUTICS, LLC",13089021711,13089,33.88614,-84.25925
"ONCORUS, INC.",25017352400,25017,42.3668,-71.09317
"DEEPHEALTH, INC.",25017357200,25017,42.39316,-71.16813
"ITRUNSINMYFAMILY.COM, INC.",45019001100,45019,32.78821,-79.95504
"BLUE RESONANCE, LLC",06073017403,06073,33.03967,-117.25278
PALO ALTO RESEARCH CENTER,06085511705,06085,37.40271,-122.14841
"OSSO VR, INC.",06081608800,06081,37.51703,-122.3096
"AVENZOAR PHARMACEUTICALS, INC.",06073017606,06073,33.04802,-117.27855
"MILO SENSORS, INC.",06083001101,06083,34.42072,-119.72022
"ONCOSYNERGY, INC.",06075060701,06075,37.7665,-122.38781
PACIFIC DIABETES TECHNOLOGIES,41051005701,41051,45.50247,-122.675
"SENSEION, LLC",19103010304,19103,41.71227,-91.56881
"AUGDIMER, LLC",13073030108,13073,33.5521,-82.0575
"MELLITUS, LLC",25025030302,25025,42.35703,-71.05761
"NIDO SURGICAL, INC.",25021403501,25021,42.29917,-71.22036
"SURGICAL INNOVATION ASSOCIATES, INC.",17031080202,17031,41.90431,-87.62991
"AVM BIOTECHNOLOGY, LLC",53033006701,53033,47.63543,-122.34261
"NEUROBEHAVIORAL RESEARCH, INC.",15003003703,15003,21.29157,-157.84031
"BIOORG3.14, LLC",36061020000,36061,40.80325,-73.94593
"ORANGE SQUARE DESIGN, INC.",44007016000,44007,41.88166,-71.38085
"CORAMI, LLC",13121000602,13121,33.78692,-84.40625
"ADAPTIVE HEALTH, INC.",17031060400,17031,41.9528,-87.66678
"REQUISITE BIOMEDICAL, LLC",22017021700,22017,32.48171,-93.77408
"SEGUETX PANCREATIC CANCER, LLC",22017021700,22017,32.48171,-93.77106
"GLOBAL INSTRUMENTATION, LLC",36067015203,36067,42.99815,-75.9661
"CIENCIA, INC.",09110510500,09110,41.77222,-72.60911
"PROMPTWORKS, LLC",42101000500,42101,39.95076,-75.16071
"DECIMAL, INC.",12117020601,12117,28.80051,-81.31876
"CHOSEN DIAGNOSTICS, INC.",22071010800,22071,29.92134,-90.11396
"EXESALIBERO, INC.",54061011700,54061,39.69067,-79.86502
"SPLIT ROCK THERAPEUTICS, LLC",13089021708,13089,33.83718,-84.25691
"BB MEDICAL SURGICAL, INC.",06075010401,06075,37.80196,-122.4092
GAN CORPORATION,01089002911,01089,34.63718,-86.56624
"EFEMORAL MEDICAL, INC.",17097863500,17097,42.25015,-87.87504
"MIRNA ANALYTICS, LLC",36061021303,36061,40.81342,-73.95433
"EFFECTORBIO, INC.",06113010607,06113,38.54449,-121.70595
"QX THERAPEUTICS, INC.",09170140200,09170,41.29816,-72.91194
"MSM PROTEIN TECHNOLOGIES, INC",25017339400,25017,42.41476,-71.12652
"BDH PHARMA, LLC",06037124000,06037,34.16531,-118.41196
"GENECENTRIX, INC.",36061031704,36061,40.71082,-74.01628
"SYNAPTOGENIX, INC.",34013008000,34013,40.73895,-74.16875
"REGULONIX, LLC",04019004726,04019,32.29485,-110.94883
"VIVALNK, INC.",06085506502,06085,37.28782,-121.94892
"INNOSENSE, LLC",06037651101,06037,33.8115,-118.32948
"CONTROL ONE, LLC",06071010428,06071,34.17723,-116.43189
"NEUROFIT, INC.",06085509500,06085,37.38899,-122.08987
"APPLIEDVR, INC.",06037267901,06037,34.05979,-118.41671
"SCITE, INC.",36047055500,36047,40.71918,-73.96408
"LIMBIX HEALTH, INC.",06085511301,06085,37.442,-122.15823
"TAMADE, LLC",06037462600,06037,34.16008,-118.1134
"SYNEDGEN, INC.",06037401801,06037,34.10897,-117.70185
"EYEMEDIX, INC.",06037462900,06037,34.14715,-118.09542
"TOROMEDES, INC.",06073008313,06073,32.86688,-117.23947
"SYNVENTA, LLC",04019004052,04019,32.30084,-110.77608
"IMAGINGX, INC.",51121020500,51121,37.26382,-80.41052
"FOCALCOOL, LLC",34021004407,34021,40.26799,-74.55266
"CERES NANOSCIENCES, LLLP",51153901409,51153,38.75487,-77.52273
"MITOCHONDRIA IN MOTION, INC.",29510119102,29510,38.64156,-90.25571
BIOINVENU CORPORATION,34027041902,34027,40.81415,-74.38213
"RISSANA, LLC",29510112400,29510,38.64485,-90.25761
"MMJ LABS, LLC",13089020300,13089,33.76272,-84.32634
RH NANOPHARMACUETICALS L.L.C.,34025804100,34025,40.34421,-73.97452
ZXEREX CORPORATION,04013216853,04013,33.61643,-111.87307
"IVEENA DELIVERY SYSTEMS, INC.",49035112614,49035,40.6,-111.83024
"ANCURE, LLC",42003140100,42003,40.4442,-79.9434
"MINDLIGHT, LLC",25017374200,25017,42.3214,-71.20722
ATTOGENE,48209010816,48209,30.18744,-97.97843
"DIGITAL COGNITION TECHNOLOGIES, INC.",25017368200,25017,42.38359,-71.26603
BIONET SONAR,25017374000,25017,42.29725,-71.18728
"YOUNG BIOPHARMA, LLC",25009254302,25009,42.61383,-71.14013
"HAYSTACK DIAGNOSTICS, INC.",25021400402,25021,42.34061,-71.13342
149 MEDICAL INC.,25027715100,25027,42.45433,-71.64112
"SOUND LIFE SCIENCES, INC.",53033005100,53033,47.65724,-122.32818
EMERGENT PRODUCT DEVELOPMENT GAITHERSBUR,24031700733,24031,39.16208,-77.22917
"GPN THERAPEUTICS, INC.",39153532301,39153,41.1469,-81.64573
OPTIMIZE SYSTEMS INC,53033001600,53033,47.69935,-122.37814
VOVA IDA THERAPEUTICS INC,12099000208,12099,26.88043,-80.09789
"TRANSLATIONAL IMAGING INNOVATIONS, INC.",37003040700,37003,35.79979,-81.33091
"H-CUBED, INC.",39035190506,39035,41.37774,-81.93165
"BIOSTAGE, INC.",25017387201,25017,42.2295,-71.42528
"ALTO NEUROSCIENCE, INC.",06085510300,06085,37.37575,-122.11047
"POWERTECH WATER, INC.",21067000802,21067,38.03558,-84.50572
"SAPERE BIO, INC.",37135011208,37135,35.95245,-79.0865
ITHERAPY,06013316000,06013,38.01734,-122.13683
"SIGHTGENE, INC.",06037431100,06037,34.14085,-117.99199
"COGNOSETTA, INC.",12057010210,12057,28.13999,-82.29343
NORTHEASTERN STATE UNIVERSITY,40021978100,40021,35.91935,-94.96714
UNIVERSITY OF PUERTO RICO,72127010043,72127,18.37925,-66.06022
"MEDICAL INNOVATORS COMPANY, LLC",48201450803,48201,29.75353,-95.56539
"SPEAK AGENT, INC.",24031700901,24031,39.08669,-77.15182
"VERALOX THERAPEUTICS, INC",24031700718,24031,39.11809,-77.18739
"NXT BIOLOGICS, INC.",13219030202,13219,33.89355,-83.43067
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,17031770700,17031,41.99302,-87.8646
"PELICAN THERAPEUTICS, INC.",48029181003,48029,29.51527,-98.56868
"ADVANCED RESPIRATORY TECHNOLOGIES, LLC",42003437000,42003,40.52648,-80.07823
SIMMONS UNIVERSITY,25025981800,25025,42.34154,-71.09446
ENTVANTAGE DX,48453000204,48453,30.31082,-97.74114
"GLOBIN SOLUTIONS, INC.",42003040500,42003,40.44119,-79.9571
SOUTH DAKOTA SCHOOL OF MINES AND TECHN'Y,46103010500,46103,44.0764,-103.20825
OBERLIN COLLEGE,39093060200,39093,41.29413,-82.2238
"CICERODX, INC.",06059099408,06059,33.71536,-118.03977
"PLEX PHARMACEUTICALS, INC.",06073008350,06073,32.88835,-117.18301
"APPLIED STEMCELL, INC.",06081611800,06081,37.47457,-122.14792
"PAASP US, LLC",09190245200,09190,41.32763,-73.48483
"PHYLLOTECH, LLC",55025000201,55025,43.07304,-89.47776
"GAIA MEDICAL INSTITUTE, LLC",06073008202,06073,32.84325,-117.27935
"METERA PHARMACEUTICALS, INC.",25017350900,25017,42.39516,-71.12185
"RODO MEDICAL, INC.",06085512059,06085,37.23383,-121.78707
"ADP SILVER DENTAL ARREST, LLC",41017001003,41017,44.27543,-121.2057
"STEAM INSTRUMENTS, INC.",55025001802,55025,43.08473,-89.37961
"INSTADIAGNOSTICS, INC.",42101001102,42101,39.94373,-75.1551
UNIVERSITY OF LA VERNE,06037401500,06037,34.09971,-117.77294
MARY IMOGENE BASSETT HOSPITAL,36077590202,36077,42.69609,-74.92411
SIXAL CORPORATION,06037701201,06037,34.03666,-118.49909
AMERICAN SAMOA COMMUNITY CANCER COALITIO,60010950600,60010,-14.27806,-170.7025
"NANODE THERAPEUTICS, INC.",44001030100,44001,41.7361,-71.33814
MELANOMA RESEARCH ALLIANCE FOUNDATION,11001010100,11001,38.90168,-77.02754
"MOUNTAINPASS TECHNOLOGY, LLC",24031705501,24031,38.96169,-77.08558
"AZTURE, INC.",37135012202,37135,35.88517,-79.06733
DORICPHARMA LLC,06071000820,06071,34.1472,-117.64909
"RECOMBINATION THERAPEUTICS, LLC",42101001700,42101,39.93688,-75.1467
"SPECTRAL LABS, INC.",06073017071,06073,33.00632,-117.09038
"GRATEPIC, INC.",01089010626,01089,34.77423,-86.68529
"IVY.AI, INC.",37063002037,37063,35.88512,-78.84858
"GATACA, LLC",51071930100,51071,37.31608,-80.48049
"RIDE ROUNDTRIP, INC.",42101001002,42101,39.94663,-75.14701
"MELAX TECHNOLOGIES, INC.",48039660703,48039,29.54215,-95.37188
STATACORP LLC,48041002009,48041,30.55297,-96.24518
"EPIGENOS BIOSCIENCE, INC.",37135012201,37135,35.8764,-79.03223
"TOURETTE ASSOCIATION OF AMERICA, INC.",36081112900,36081,40.76476,-73.77751
BERNARD M. BARUCH COLLEGE,36061005600,36061,40.74227,-73.98791
ENABLE LIFE SCIENCES LLC,25027730401,25027,42.29807,-71.79874
MICROGRADIENT FLUIDICS LLC,25027728300,25027,42.3458,-71.8463
E-LAMBDA LLC,41003000401,41003,44.58877,-123.29548
"ASTELLAS PHARMA GLOBAL DEVELOPMENT, INC.",17031801701,17031,42.12694,-87.84254
PROTONVDA LLC,17089852806,17089,41.83707,-88.2815
"QMIS, LLC",17197883804,17197,41.44465,-87.63516
"COGNITA LABS, LLC",48201432804,48201,29.72036,-95.49934
"GOODDLER, INC",06081600900,06081,37.70117,-122.49365
"MEDIA REZ, LLC",11001005001,11001,38.91203,-77.03069
"CINDER BIOLOGICAL, INC.",06013334007,06013,37.96044,-121.98705
"ACRIGEN BIOSCIENCES, INC.",06013392000,06013,37.90806,-122.2775
"DAHLIA BIOSCIENCES, INC.",06013353002,06013,37.87836,-122.17125
"M&S BIOTICS, INC.",42069111600,42069,41.45633,-75.62741
"THROMBOLEX, INC.",42017104601,42017,40.29506,-75.10865
"MEDALITY MEDICAL, LLC",34007606200,34007,39.89821,-75.03155
ALTAMED HEALTH SERVICES CORPORATION,06037532303,06037,34.00801,-118.15522
"BIOBOT ANALYTICS, INC.",25017351204,25017,42.3819,-71.10203
OSLC DEVELOPMENTS,41039004000,41039,44.05547,-123.09006
"KENTUCKY IMAGING TECHNOLOGIES, LLC",21111010316,21111,38.25932,-85.47993
"CRESTONE, INC.",08013012705,08013,40.06503,-105.21098
"INFIXION BIOSCIENCE, INC.",06073020706,06073,33.12364,-117.0316
"PRIMROSE BIO, INC.",06073008327,06073,32.96187,-117.23266
"VALANBIO THERAPEUTICS, INC.",37183052504,37183,35.81468,-78.69912
PEAK DIAGNOSTIC PARTNERS LLC,08059009824,08059,39.87997,-105.10161
"NOVEL MICRODEVICES, LLC",24003702602,24003,38.9201,-76.461
"OPTICYTE, INC.",53033004102,53033,47.67084,-122.26594
"NEXEOS DIAGNOSTICS, INC.",42029300106,42029,40.06792,-75.45696
"CADENZAMED, LLC",42045409803,42045,40.03851,-75.3833
MIDWESTERN STATE UNIVERSITY,48485012002,48485,33.87759,-98.51859
UNIVERSITY OF HOUSTON-DOWNTOWN,48201980700,48201,29.76539,-95.35937
ST. EDWARD'S UNIVERSITY,48453002323,48453,30.23333,-97.7578
"SYNOXA SCIENCES, INC",37183052401,37183,35.79091,-78.73256
"RT CARDIAC SYSTEMS, INC.",37183053522,37183,35.82059,-78.80778
"TRPBLUE, INC.",37063001301,37063,35.98096,-78.90565
"NEUTROLIS, INC.",25025020301,25025,42.36473,-71.06838
WILLAMETTE UNIVERSITY,41047000200,41047,44.93666,-123.03015
"ENSIGN PHARMACEUTICAL, INC",31055007001,31055,41.23968,-96.01353
"ETHOS RESEARCH AND DEVELOPMENT, LLC",21037053200,21037,39.09155,-84.49413
"SPECTRADYNE, LLC",06037670202,06037,33.79393,-118.36069
"OCTANT, INC.",06001425103,06001,37.84907,-122.29237
"NOCTRIX HEALTH, INC",06075018000,06075,37.77445,-122.40209
