FIPS,state,county,pop_2024
29149,Missouri,Oregon County,8699
29151,Missouri,Osage County,13478
29153,Missouri,Ozark County,9090
29155,Missouri,Pemiscot County,14407
29157,Missouri,Perry County,19100
29159,Missouri,Pettis County,43791
29161,Missouri,Phelps County,45672
29163,Missouri,Pike County,17961
29165,Missouri,Platte County,113207
29167,Missouri,Polk County,33070
29169,Missouri,Pulaski County,53964
29171,Missouri,Putnam County,4539
29173,Missouri,Ralls County,10499
29175,Missouri,Randolph County,24077
29177,Missouri,Ray County,23199
29179,Missouri,Reynolds County,5927
29181,Missouri,Ripley County,10715
29183,Missouri,St. Charles County,423726
29185,Missouri,St. Clair County,9848
29186,Missouri,Ste. Genevieve County,18546
29187,Missouri,St. Francois County,67503
29189,Missouri,St. Louis County,992929
29195,Missouri,Saline County,23325
29197,Missouri,Schuyler County,4069
29199,Missouri,Scotland County,4698
29201,Missouri,Scott County,37957
29203,Missouri,Shannon County,7275
29205,Missouri,Shelby County,5926
29207,Missouri,Stoddard County,28438
29209,Missouri,Stone County,32630
29211,Missouri,Sullivan County,5750
29213,Missouri,Taney County,56744
29215,Missouri,Texas County,25715
29217,Missouri,Vernon County,19787
29219,Missouri,Warren County,38478
29221,Missouri,Washington County,23583
29223,Missouri,Wayne County,10820
29225,Missouri,Webster County,42041
29227,Missouri,Worth County,1872
29229,Missouri,Wright County,19505
29510,Missouri,St. Louis city,279695
30000,Montana,Montana,1137233
30001,Montana,Beaverhead County,10006
30003,Montana,Big Horn County,12796
30005,Montana,Blaine County,6903
30007,Montana,Broadwater County,8302
30009,Montana,Carbon County,11498
30011,Montana,Carter County,1399
30013,Montana,Cascade County,84523
30015,Montana,Chouteau County,5880
30017,Montana,Custer County,11964
30019,Montana,Daniels County,1625
30021,Montana,Dawson County,8731
30023,Montana,Deer Lodge County,9811
30025,Montana,Fallon County,2946
30027,Montana,Fergus County,11862
30029,Montana,Flathead County,114527
30031,Montana,Gallatin County,126984
30033,Montana,Garfield County,1181
30035,Montana,Glacier County,13503
30037,Montana,Golden Valley County,863
30039,Montana,Granite County,3602
30041,Montana,Hill County,16065
30043,Montana,Jefferson County,13304
30045,Montana,Judith Basin County,2111
30047,Montana,Lake County,33403
30049,Montana,Lewis and Clark County,75129
30051,Montana,Liberty County,1934
30053,Montana,Lincoln County,22184
30055,Montana,McCone County,1717
30057,Montana,Madison County,9753
30059,Montana,Meagher County,2065
30061,Montana,Mineral County,5195
30063,Montana,Missoula County,122546
30065,Montana,Musselshell County,5452
30067,Montana,Park County,18074
30069,Montana,Petroleum County,525
30071,Montana,Phillips County,4214
30073,Montana,Pondera County,6078
30075,Montana,Powder River County,1734
30077,Montana,Powell County,7120
30079,Montana,Prairie County,1112
30081,Montana,Ravalli County,48187
30083,Montana,Richland County,11028
30085,Montana,Roosevelt County,10197
30087,Montana,Rosebud County,8194
30089,Montana,Sanders County,13895
30091,Montana,Sheridan County,3448
30093,Montana,Silver Bow County,36134
30095,Montana,Stillwater County,9450
30097,Montana,Sweet Grass County,3757
30099,Montana,Teton County,6444
30101,Montana,Toole County,5153
30103,Montana,Treasure County,739
30105,Montana,Valley County,7434
30107,Montana,Wheatland County,2058
30109,Montana,Wibaux County,911
30111,Montana,Yellowstone County,171583
31000,Nebraska,Nebraska,2005465
31001,Nebraska,Adams County,31196
31003,Nebraska,Antelope County,6358
31005,Nebraska,Arthur County,423
31007,Nebraska,Banner County,665
31009,Nebraska,Blaine County,454
31011,Nebraska,Boone County,5354
31013,Nebraska,Box Butte County,10703
31015,Nebraska,Boyd County,1700
31017,Nebraska,Brown County,2877
31019,Nebraska,Buffalo County,51156
31021,Nebraska,Burt County,6727
31023,Nebraska,Butler County,8439
31025,Nebraska,Cass County,27492
31027,Nebraska,Cedar County,8262
31029,Nebraska,Chase County,3764
31031,Nebraska,Cherry County,5558
31033,Nebraska,Cheyenne County,9602
31035,Nebraska,Clay County,6103
31037,Nebraska,Colfax County,10826
31039,Nebraska,Cuming County,8952
31041,Nebraska,Custer County,10487
31043,Nebraska,Dakota County,21335
31045,Nebraska,Dawes County,8003
31047,Nebraska,Dawson County,24554
31049,Nebraska,Deuel County,1892
31051,Nebraska,Dixon County,5526
31053,Nebraska,Dodge County,37884
31055,Nebraska,Douglas County,601158
31057,Nebraska,Dundy County,1581
31059,Nebraska,Fillmore County,5512
31061,Nebraska,Franklin County,2817
31063,Nebraska,Frontier County,2536
31065,Nebraska,Furnas County,4468
31067,Nebraska,Gage County,21687
31069,Nebraska,Garden County,1804
31071,Nebraska,Garfield County,1707
31073,Nebraska,Gosper County,1808
31075,Nebraska,Grant County,573
31077,Nebraska,Greeley County,2197
31079,Nebraska,Hall County,62869
31081,Nebraska,Hamilton County,9564
31083,Nebraska,Harlan County,3018
31085,Nebraska,Hayes County,846
31087,Nebraska,Hitchcock County,2460
31089,Nebraska,Holt County,10120
31091,Nebraska,Hooker County,698
31093,Nebraska,Howard County,6572
31095,Nebraska,Jefferson County,7136
31097,Nebraska,Johnson County,5219
31099,Nebraska,Kearney County,6749
31101,Nebraska,Keith County,8148
31103,Nebraska,Keya Paha County,819
31105,Nebraska,Kimball County,3305
31107,Nebraska,Knox County,8306
31109,Nebraska,Lancaster County,332857
31111,Nebraska,Lincoln County,33319
31113,Nebraska,Logan County,694
31115,Nebraska,Loup County,582
31117,Nebraska,McPherson County,376
31119,Nebraska,Madison County,35579
31121,Nebraska,Merrick County,7837
31123,Nebraska,Morrill County,4485
31125,Nebraska,Nance County,3262
31127,Nebraska,Nemaha County,7046
31129,Nebraska,Nuckolls County,4094
31131,Nebraska,Otoe County,16591
31133,Nebraska,Pawnee County,2521
31135,Nebraska,Perkins County,2779
31137,Nebraska,Phelps County,9042
31139,Nebraska,Pierce County,7334
31141,Nebraska,Platte County,35499
31143,Nebraska,Polk County,5269
31145,Nebraska,Red Willow County,10409
31147,Nebraska,Richardson County,7666
31149,Nebraska,Rock County,1241
31151,Nebraska,Saline County,14740
31153,Nebraska,Sarpy County,204828
31155,Nebraska,Saunders County,23406
31157,Nebraska,Scotts Bluff County,35734
31159,Nebraska,Seward County,17769
31161,Nebraska,Sheridan County,4927
31163,Nebraska,Sherman County,2949
31165,Nebraska,Sioux County,1099
31167,Nebraska,Stanton County,5756
31169,Nebraska,Thayer County,4870
31171,Nebraska,Thomas County,634
31173,Nebraska,Thurston County,6637
31175,Nebraska,Valley County,4032
31177,Nebraska,Washington County,21254
31179,Nebraska,Wayne County,9870
31181,Nebraska,Webster County,3326
31183,Nebraska,Wheeler County,808
31185,Nebraska,York County,14375
32000,Nevada,Nevada,3267467
32001,Nevada,Churchill County,26033
32003,Nevada,Clark County,2398871
32005,Nevada,Douglas County,49564
32007,Nevada,Elko County,54363
32009,Nevada,Esmeralda County,720
32011,Nevada,Eureka County,1877
32013,Nevada,Humboldt County,17116
32015,Nevada,Lander County,5785
32017,Nevada,Lincoln County,4345
32019,Nevada,Lyon County,63718
32021,Nevada,Mineral County,4475
32023,Nevada,Nye County,55990
32027,Nevada,Pershing County,6536
32029,Nevada,Storey County,4112
32031,Nevada,Washoe County,507280
32033,Nevada,White Pine County,8534
32510,Nevada,Carson City,58148
33000,New Hampshire,New Hampshire,1409032
33001,New Hampshire,Belknap County,65257
33003,New Hampshire,Carroll County,52580
33005,New Hampshire,Cheshire County,78078
33007,New Hampshire,Coos County,31094
33009,New Hampshire,Grafton County,93045
33011,New Hampshire,Hillsborough County,430462
33013,New Hampshire,Merrimack County,157869
33015,New Hampshire,Rockingham County,322433
33017,New Hampshire,Strafford County,134202
33019,New Hampshire,Sullivan County,44012
34000,New Jersey,New Jersey,9500851
34001,New Jersey,Atlantic County,279114
34003,New Jersey,Bergen County,978641
34005,New Jersey,Burlington County,475515
34007,New Jersey,Camden County,533988
34009,New Jersey,Cape May County,93875
34011,New Jersey,Cumberland County,155678
34013,New Jersey,Essex County,881527
34015,New Jersey,Gloucester County,311783
34017,New Jersey,Hudson County,736185
34019,New Jersey,Hunterdon County,131708
34021,New Jersey,Mercer County,392138
34023,New Jersey,Middlesex County,890119
34025,New Jersey,Monmouth County,647520
34027,New Jersey,Morris County,523053
34029,New Jersey,Ocean County,666434
34031,New Jersey,Passaic County,526597
34033,New Jersey,Salem County,65874
34035,New Jersey,Somerset County,357467
34037,New Jersey,Sussex County,147444
34039,New Jersey,Union County,594160
34041,New Jersey,Warren County,112031
35000,New Mexico,New Mexico,2130256
35001,New Mexico,Bernalillo County,671747
35003,New Mexico,Catron County,3795
35005,New Mexico,Chaves County,63697
35006,New Mexico,Cibola County,26686
35007,New Mexico,Colfax County,12307
35009,New Mexico,Curry County,47156
35011,New Mexico,De Baca County,1657
35013,New Mexico,Do�a Ana County,229366
35015,New Mexico,Eddy County,61436
35017,New Mexico,Grant County,27541
35019,New Mexico,Guadalupe County,4385
35021,New Mexico,Harding County,635
35023,New Mexico,Hidalgo County,3966
35025,New Mexico,Lea County,75151
35027,New Mexico,Lincoln County,20025
35028,New Mexico,Los Alamos County,19675
35029,New Mexico,Luna County,25878
35031,New Mexico,McKinley County,68945
35033,New Mexico,Mora County,4096
35035,New Mexico,Otero County,69711
35037,New Mexico,Quay County,8403
35039,New Mexico,Rio Arriba County,39955
35041,New Mexico,Roosevelt County,18713
35043,New Mexico,Sandoval County,157757
35045,New Mexico,San Juan County,120817
35047,New Mexico,San Miguel County,26428
35049,New Mexico,Santa Fe County,157765
35051,New Mexico,Sierra County,11389
35053,New Mexico,Socorro County,15967
35055,New Mexico,Taos County,34482
35057,New Mexico,Torrance County,15986
35059,New Mexico,Union County,3926
35061,New Mexico,Valencia County,80813
36000,New York,New York,19867248
36001,New York,Albany County,319964
36003,New York,Allegany County,47299
36005,New York,Bronx County,1384724
36007,New York,Broome County,196397
36009,New York,Cattaraugus County,75475
36011,New York,Cayuga County,74567
36013,New York,Chautauqua County,124105
36015,New York,Chemung County,81115
36017,New York,Chenango County,45776
36019,New York,Clinton County,77871
36021,New York,Columbia County,60299
36023,New York,Cortland County,45945
36025,New York,Delaware County,44191
36027,New York,Dutchess County,299963
36029,New York,Erie County,950602
36031,New York,Essex County,36744
36033,New York,Franklin County,47086
36035,New York,Fulton County,52073
36037,New York,Genesee County,57604
36039,New York,Greene County,46903
36041,New York,Hamilton County,5082
36043,New York,Herkimer County,59585
36045,New York,Jefferson County,113140
36047,New York,Kings County,2617631
36049,New York,Lewis County,26570
36051,New York,Livingston County,61561
36053,New York,Madison County,67072
36055,New York,Monroe County,752202
36057,New York,Montgomery County,49648
36059,New York,Nassau County,1392438
36061,New York,New York County,1660664
36063,New York,Niagara County,209570
36065,New York,Oneida County,228347
36067,New York,Onondaga County,469812
36069,New York,Ontario County,113012
36071,New York,Orange County,411767
36073,New York,Orleans County,39686
36075,New York,Oswego County,118305
36077,New York,Otsego County,60524
36079,New York,Putnam County,98409
36081,New York,Queens County,2316841
36083,New York,Rensselaer County,160749
36085,New York,Richmond County,498212
36087,New York,Rockland County,348144
36089,New York,St. Lawrence County,106198
36091,New York,Saratoga County,240360
36093,New York,Schenectady County,162261
36095,New York,Schoharie County,30151
36097,New York,Schuyler County,17121
36099,New York,Seneca County,32650
36101,New York,Steuben County,92015
36103,New York,Suffolk County,1535909
36105,New York,Sullivan County,80450
36107,New York,Tioga County,47574
36109,New York,Tompkins County,105602
36111,New York,Ulster County,182977
36113,New York,Warren County,65288
36115,New York,Washington County,59839
36117,New York,Wayne County,90757
36119,New York,Westchester County,1006447
36121,New York,Wyoming County,39588
36123,New York,Yates County,24387
37000,North Carolina,North Carolina,11046024
37001,North Carolina,Alamance County,183040
37003,North Carolina,Alexander County,36693
37005,North Carolina,Alleghany County,11379
37007,North Carolina,Anson County,22432
37009,North Carolina,Ashe County,27266
37011,North Carolina,Avery County,17811
37013,North Carolina,Beaufort County,44576
37015,North Carolina,Bertie County,16939
37017,North Carolina,Bladen County,29777
37019,North Carolina,Brunswick County,167112
37021,North Carolina,Buncombe County,279210
37023,North Carolina,Burke County,88545
37025,North Carolina,Cabarrus County,244925
37027,North Carolina,Caldwell County,80739
37029,North Carolina,Camden County,11184
37031,North Carolina,Carteret County,70259
37033,North Carolina,Caswell County,22363
37035,North Carolina,Catawba County,167054
37037,North Carolina,Chatham County,83874
37039,North Carolina,Cherokee County,30373
37041,North Carolina,Chowan County,13891
37043,North Carolina,Clay County,12042
37045,North Carolina,Cleveland County,102194
37047,North Carolina,Columbus County,50054
37049,North Carolina,Craven County,104167
37051,North Carolina,Cumberland County,338430
37053,North Carolina,Currituck County,32278
37055,North Carolina,Dare County,38183
37057,North Carolina,Davidson County,177809
37059,North Carolina,Davie County,45383
37061,North Carolina,Duplin County,50539
37063,North Carolina,Durham County,343628
37065,North Carolina,Edgecombe County,49124
37067,North Carolina,Forsyth County,398143
37069,North Carolina,Franklin County,79771
37071,North Carolina,Gaston County,242010
37073,North Carolina,Gates County,10299
37075,North Carolina,Graham County,8179
37077,North Carolina,Granville County,61544
37079,North Carolina,Greene County,20671
37081,North Carolina,Guilford County,558816
37083,North Carolina,Halifax County,46992
37085,North Carolina,Harnett County,146096
37087,North Carolina,Haywood County,63048
37089,North Carolina,Henderson County,120771
37091,North Carolina,Hertford County,19169
37093,North Carolina,Hoke County,55382
37095,North Carolina,Hyde County,4583
37097,North Carolina,Iredell County,206361
37099,North Carolina,Jackson County,45281
37101,North Carolina,Johnston County,249794
37103,North Carolina,Jones County,9462
37105,North Carolina,Lee County,68537
37107,North Carolina,Lenoir County,55332
37109,North Carolina,Lincoln County,97611
37111,North Carolina,McDowell County,45269
37113,North Carolina,Macon County,38717
37115,North Carolina,Madison County,22352
37117,North Carolina,Martin County,21523
37119,North Carolina,Mecklenburg County,1206285
37121,North Carolina,Mitchell County,15030
37123,North Carolina,Montgomery County,26364
37125,North Carolina,Moore County,108417
37127,North Carolina,Nash County,97990
37129,North Carolina,New Hanover County,243333
37131,North Carolina,Northampton County,16580
37133,North Carolina,Onslow County,212954
37135,North Carolina,Orange County,152877
37137,North Carolina,Pamlico County,12550
37139,North Carolina,Pasquotank County,41418
37141,North Carolina,Pender County,70077
37143,North Carolina,Perquimans County,13460
37145,North Carolina,Person County,40143
37147,North Carolina,Pitt County,180783
37149,North Carolina,Polk County,20320
37151,North Carolina,Randolph County,148389
37153,North Carolina,Richmond County,41990
37155,North Carolina,Robeson County,118624
37157,North Carolina,Rockingham County,93517
37159,North Carolina,Rowan County,153384
37161,North Carolina,Rutherford County,65587
37163,North Carolina,Sampson County,60404
37165,North Carolina,Scotland County,33898
37167,North Carolina,Stanly County,67326
37169,North Carolina,Stokes County,45857
37171,North Carolina,Surry County,71547
37173,North Carolina,Swain County,13945
37175,North Carolina,Transylvania County,34103
37177,North Carolina,Tyrrell County,3517
37179,North Carolina,Union County,263386
37181,North Carolina,Vance County,42337
37183,North Carolina,Wake County,1232444
37185,North Carolina,Warren County,19081
37187,North Carolina,Washington County,10654
37189,North Carolina,Watauga County,54997
37191,North Carolina,Wayne County,120338
37193,North Carolina,Wilkes County,66186
37195,North Carolina,Wilson County,79958
37197,North Carolina,Yadkin County,37995
37199,North Carolina,Yancey County,18993
38000,North Dakota,North Dakota,796568
38001,North Dakota,Adams County,2141
38003,North Dakota,Barnes County,10798
38005,North Dakota,Benson County,5756
38007,North Dakota,Billings County,1063
38009,North Dakota,Bottineau County,6391
38011,North Dakota,Bowman County,2886
38013,North Dakota,Burke County,2154
38015,North Dakota,Burleigh County,103107
38017,North Dakota,Cass County,200945
38019,North Dakota,Cavalier County,3567
38021,North Dakota,Dickey County,4930
38023,North Dakota,Divide County,2124
38025,North Dakota,Dunn County,4031
38027,North Dakota,Eddy County,2309
38029,North Dakota,Emmons County,3209
38031,North Dakota,Foster County,3323
38033,North Dakota,Golden Valley County,1795
38035,North Dakota,Grand Forks County,73771
38037,North Dakota,Grant County,2247
38039,North Dakota,Griggs County,2227
38041,North Dakota,Hettinger County,2419
38043,North Dakota,Kidder County,2371
38045,North Dakota,LaMoure County,4051
38047,North Dakota,Logan County,1880
38049,North Dakota,McHenry County,5135
38051,North Dakota,McIntosh County,2461
38053,North Dakota,McKenzie County,14782
38055,North Dakota,McLean County,9845
38057,North Dakota,Mercer County,8348
38059,North Dakota,Morton County,34194
38061,North Dakota,Mountrail County,9474
38063,North Dakota,Nelson County,3007
38065,North Dakota,Oliver County,1882
38067,North Dakota,Pembina County,6588
38069,North Dakota,Pierce County,3853
38071,North Dakota,Ramsey County,11510
38073,North Dakota,Ransom County,5590
38075,North Dakota,Renville County,2376
38077,North Dakota,Richland County,16658
38079,North Dakota,Rolette County,11692
38081,North Dakota,Sargent County,3710
38083,North Dakota,Sheridan County,1268
38085,North Dakota,Sioux County,3713
38087,North Dakota,Slope County,660
38089,North Dakota,Stark County,33767
38091,North Dakota,Steele County,1767
38093,North Dakota,Stutsman County,21546
38095,North Dakota,Towner County,2051
38097,North Dakota,Traill County,7989
38099,North Dakota,Walsh County,10214
38101,North Dakota,Ward County,68427
38103,North Dakota,Wells County,3803
38105,North Dakota,Williams County,40763
39000,Ohio,Ohio,11883304
39001,Ohio,Adams County,27671
39003,Ohio,Allen County,100866
39005,Ohio,Ashland County,52420
39007,Ohio,Ashtabula County,96906
39009,Ohio,Athens County,63218
39011,Ohio,Auglaize County,45922
39013,Ohio,Belmont County,64692
39015,Ohio,Brown County,44292
39017,Ohio,Butler County,399542
39019,Ohio,Carroll County,26460
39021,Ohio,Champaign County,38907
39023,Ohio,Clark County,134985
39025,Ohio,Clermont County,214123
39027,Ohio,Clinton County,42019
39029,Ohio,Columbiana County,99823
39031,Ohio,Coshocton County,37003
39033,Ohio,Crawford County,41626
39035,Ohio,Cuyahoga County,1240594
39037,Ohio,Darke County,51462
39039,Ohio,Defiance County,38644
39041,Ohio,Delaware County,237966
39043,Ohio,Erie County,73841
39045,Ohio,Fairfield County,167762
39047,Ohio,Fayette County,28782
39049,Ohio,Franklin County,1356303
39051,Ohio,Fulton County,42028
39053,Ohio,Gallia County,28886
39055,Ohio,Geauga County,95362
39057,Ohio,Greene County,172347
39059,Ohio,Guernsey County,38219
39061,Ohio,Hamilton County,837359
39063,Ohio,Hancock County,75016
39065,Ohio,Hardin County,30402
39067,Ohio,Harrison County,14042
39069,Ohio,Henry County,27536
39071,Ohio,Highland County,43785
39073,Ohio,Hocking County,27429
39075,Ohio,Holmes County,44668
39077,Ohio,Huron County,58168
39079,Ohio,Jackson County,32723
39081,Ohio,Jefferson County,63900
39083,Ohio,Knox County,63848
39085,Ohio,Lake County,232360
39087,Ohio,Lawrence County,55829
39089,Ohio,Licking County,184898
39091,Ohio,Logan County,46085
39093,Ohio,Lorain County,322030
39095,Ohio,Lucas County,426291
39097,Ohio,Madison County,45531
39099,Ohio,Mahoning County,225786
39101,Ohio,Marion County,64976
39103,Ohio,Medina County,184625
39105,Ohio,Meigs County,21491
39107,Ohio,Mercer County,42648
39109,Ohio,Miami County,111950
39111,Ohio,Monroe County,13051
39113,Ohio,Montgomery County,537443
39115,Ohio,Morgan County,13532
39117,Ohio,Morrow County,35927
39119,Ohio,Muskingum County,86582
39121,Ohio,Noble County,14269
39123,Ohio,Ottawa County,39692
39125,Ohio,Paulding County,18755
39127,Ohio,Perry County,35682
39129,Ohio,Pickaway County,62158
39131,Ohio,Pike County,27065
39133,Ohio,Portage County,163839
39135,Ohio,Preble County,40801
39137,Ohio,Putnam County,34206
39139,Ohio,Richland County,124853
39141,Ohio,Ross County,76046
39143,Ohio,Sandusky County,58866
39145,Ohio,Scioto County,71798
39147,Ohio,Seneca County,54730
39149,Ohio,Shelby County,47952
39151,Ohio,Stark County,374091
39153,Ohio,Summit County,538370
39155,Ohio,Trumbull County,200300
39157,Ohio,Tuscarawas County,92048
39159,Ohio,Union County,71721
39161,Ohio,Van Wert County,28887
39163,Ohio,Vinton County,12545
39165,Ohio,Warren County,256059
39167,Ohio,Washington County,58332
39169,Ohio,Wayne County,116632
39171,Ohio,Williams County,36554
39173,Ohio,Wood County,133077
39175,Ohio,Wyandot County,21394
40000,Oklahoma,Oklahoma,4095393
40001,Oklahoma,Adair County,19821
40003,Oklahoma,Alfalfa County,5712
40005,Oklahoma,Atoka County,14600
40007,Oklahoma,Beaver County,5025
40009,Oklahoma,Beckham County,22248
40011,Oklahoma,Blaine County,8573
40013,Oklahoma,Bryan County,50305
40015,Oklahoma,Caddo County,26337
40017,Oklahoma,Canadian County,181760
40019,Oklahoma,Carter County,49135
40021,Oklahoma,Cherokee County,48729
40023,Oklahoma,Choctaw County,14174
40025,Oklahoma,Cimarron County,2133
40027,Oklahoma,Cleveland County,303952
40029,Oklahoma,Coal County,5414
40031,Oklahoma,Comanche County,121396
40033,Oklahoma,Cotton County,5503
40035,Oklahoma,Craig County,14506
40037,Oklahoma,Creek County,73971
40039,Oklahoma,Custer County,28266
40041,Oklahoma,Delaware County,41771
40043,Oklahoma,Dewey County,4268
40045,Oklahoma,Ellis County,3601
40047,Oklahoma,Garfield County,62007
40049,Oklahoma,Garvin County,26149
40051,Oklahoma,Grady County,58353
40053,Oklahoma,Grant County,4123
40055,Oklahoma,Greer County,5433
40057,Oklahoma,Harmon County,2315
40059,Oklahoma,Harper County,3209
40061,Oklahoma,Haskell County,11811
40063,Oklahoma,Hughes County,13371
40065,Oklahoma,Jackson County,24541
40067,Oklahoma,Jefferson County,5374
40069,Oklahoma,Johnston County,10293
40071,Oklahoma,Kay County,43437
40073,Oklahoma,Kingfisher County,15820
40075,Oklahoma,Kiowa County,8257
40077,Oklahoma,Latimer County,9509
40079,Oklahoma,Le Flore County,49854
40081,Oklahoma,Lincoln County,34972
40083,Oklahoma,Logan County,53860
40085,Oklahoma,Love County,10423
40087,Oklahoma,McClain County,48434
40089,Oklahoma,McCurtain County,30805
40091,Oklahoma,McIntosh County,19710
40093,Oklahoma,Major County,7569
40095,Oklahoma,Marshall County,16147
40097,Oklahoma,Mayes County,40144
40099,Oklahoma,Murray County,13754
40101,Oklahoma,Muskogee County,66752
40103,Oklahoma,Noble County,10896
40105,Oklahoma,Nowata County,9561
40107,Oklahoma,Okfuskee County,11364
40109,Oklahoma,Oklahoma County,816490
40111,Oklahoma,Okmulgee County,37084
40113,Oklahoma,Osage County,46495
40115,Oklahoma,Ottawa County,30404
40117,Oklahoma,Pawnee County,16111
40119,Oklahoma,Payne County,84199
40121,Oklahoma,Pittsburg County,43395
40123,Oklahoma,Pontotoc County,38310
40125,Oklahoma,Pottawatomie County,74446
40127,Oklahoma,Pushmataha County,10800
40129,Oklahoma,Roger Mills County,3304
40131,Oklahoma,Rogers County,101371
40133,Oklahoma,Seminole County,23351
40135,Oklahoma,Sequoyah County,40555
40137,Oklahoma,Stephens County,44075
40139,Oklahoma,Texas County,20577
40141,Oklahoma,Tillman County,6736
40143,Oklahoma,Tulsa County,693514
40145,Oklahoma,Wagoner County,91257
40147,Oklahoma,Washington County,54060
40149,Oklahoma,Washita County,10839
40151,Oklahoma,Woods County,8582
40153,Oklahoma,Woodward County,19991
41000,Oregon,Oregon,4272371
41001,Oregon,Baker County,16750
41003,Oregon,Benton County,98899
41005,Oregon,Clackamas County,425857
41007,Oregon,Clatsop County,41043
41009,Oregon,Columbia County,54063
41011,Oregon,Coos County,64326
41013,Oregon,Crook County,27336
41015,Oregon,Curry County,22774
41017,Oregon,Deschutes County,211535
41019,Oregon,Douglas County,112255
41021,Oregon,Gilliam County,1971
41023,Oregon,Grant County,7093
41025,Oregon,Harney County,7402
41027,Oregon,Hood River County,23764
41029,Oregon,Jackson County,221331
41031,Oregon,Jefferson County,25536
41033,Oregon,Josephine County,88276
41035,Oregon,Klamath County,70438
41037,Oregon,Lake County,8194
41039,Oregon,Lane County,382396
41041,Oregon,Lincoln County,51212
41043,Oregon,Linn County,132474
41045,Oregon,Malheur County,32315
41047,Oregon,Marion County,352867
41049,Oregon,Morrow County,12360
41051,Oregon,Multnomah County,795897
41053,Oregon,Polk County,90549
41055,Oregon,Sherman County,2002
41057,Oregon,Tillamook County,27264
41059,Oregon,Umatilla County,80491
41061,Oregon,Union County,26058
41063,Oregon,Wallowa County,7522
41065,Oregon,Wasco County,26507
41067,Oregon,Washington County,611272
41069,Oregon,Wheeler County,1456
41071,Oregon,Yamhill County,110886
42000,Pennsylvania,Pennsylvania,13078751
42001,Pennsylvania,Adams County,107914
42003,Pennsylvania,Allegheny County,1231814
42005,Pennsylvania,Armstrong County,63679
42007,Pennsylvania,Beaver County,165540
42009,Pennsylvania,Bedford County,47643
42011,Pennsylvania,Berks County,439117
42013,Pennsylvania,Blair County,120269
42015,Pennsylvania,Bradford County,59699
42017,Pennsylvania,Bucks County,650131
42019,Pennsylvania,Butler County,199341
42021,Pennsylvania,Cambria County,130108
42023,Pennsylvania,Cameron County,4348
42025,Pennsylvania,Carbon County,65743
42027,Pennsylvania,Centre County,159805
42029,Pennsylvania,Chester County,560745
42031,Pennsylvania,Clarion County,36855
42033,Pennsylvania,Clearfield County,78132
42035,Pennsylvania,Clinton County,37865
42037,Pennsylvania,Columbia County,66012
42039,Pennsylvania,Crawford County,82089
42041,Pennsylvania,Cumberland County,275516
42043,Pennsylvania,Dauphin County,293029
42045,Pennsylvania,Delaware County,584882
42047,Pennsylvania,Elk County,30124
42049,Pennsylvania,Erie County,267750
42051,Pennsylvania,Fayette County,123941
42053,Pennsylvania,Forest County,6601
42055,Pennsylvania,Franklin County,159285
42057,Pennsylvania,Fulton County,14452
42059,Pennsylvania,Greene County,33960
42061,Pennsylvania,Huntingdon County,43359
42063,Pennsylvania,Indiana County,82953
42065,Pennsylvania,Jefferson County,43367
42067,Pennsylvania,Juniata County,23395
42069,Pennsylvania,Lackawanna County,216859
42071,Pennsylvania,Lancaster County,563293
42073,Pennsylvania,Lawrence County,84233
42075,Pennsylvania,Lebanon County,145319
42077,Pennsylvania,Lehigh County,385655
42079,Pennsylvania,Luzerne County,331379
42081,Pennsylvania,Lycoming County,113236
42083,Pennsylvania,McKean County,39478
42085,Pennsylvania,Mercer County,108140
42087,Pennsylvania,Mifflin County,45935
42089,Pennsylvania,Monroe County,166523
42091,Pennsylvania,Montgomery County,879190
42093,Pennsylvania,Montour County,18115
42095,Pennsylvania,Northampton County,322989
42097,Pennsylvania,Northumberland County,90027
42099,Pennsylvania,Perry County,46816
42101,Pennsylvania,Philadelphia County,1573916
42103,Pennsylvania,Pike County,62376
42105,Pennsylvania,Potter County,15993
42107,Pennsylvania,Schuylkill County,144523
42109,Pennsylvania,Snyder County,39627
42111,Pennsylvania,Somerset County,72134
42113,Pennsylvania,Sullivan County,5927
42115,Pennsylvania,Susquehanna County,38100
42117,Pennsylvania,Tioga County,40698
42119,Pennsylvania,Union County,42159
42121,Pennsylvania,Venango County,49476
42123,Pennsylvania,Warren County,37373
42125,Pennsylvania,Washington County,210434
42127,Pennsylvania,Wayne County,51419
42129,Pennsylvania,Westmoreland County,350935
42131,Pennsylvania,Wyoming County,25771
42133,Pennsylvania,York County,471240
44000,Rhode Island,Rhode Island,1112308
44001,Rhode Island,Bristol County,50145
44003,Rhode Island,Kent County,172450
44005,Rhode Island,Newport County,83468
44007,Rhode Island,Providence County,675912
44009,Rhode Island,Washington County,130333
45000,South Carolina,South Carolina,5478831
45001,South Carolina,Abbeville County,24607
45003,South Carolina,Aiken County,179245
45005,South Carolina,Allendale County,7551
45007,South Carolina,Anderson County,217183
45009,South Carolina,Bamberg County,12870
45011,South Carolina,Barnwell County,20495
45013,South Carolina,Beaufort County,201775
45015,South Carolina,Berkeley County,264276
45017,South Carolina,Calhoun County,14249
45019,South Carolina,Charleston County,431001
45021,South Carolina,Cherokee County,57770
45023,South Carolina,Chester County,32323
45025,South Carolina,Chesterfield County,44488
45027,South Carolina,Clarendon County,31030
