"CBSA_FIPS","CBSA_NAME","state_name","state","raw_funding","econ_impact","jobs"
"28940","Blount County, TN","Tennessee","TN",988528.609771632,2652423.47476461,9.86040962449149
"28940","Campbell County, TN","Tennessee","TN",120328.563765591,323827.197289752,1.19356895501066
"28940","Grainger County, TN","Tennessee","TN",112038.384505943,301709.231764381,1.14850955329653
"28940","Knox County, TN","Tennessee","TN",11475114.9079892,30985004.7592602,115.250206811381
"28940","Loudon County, TN","Tennessee","TN",395244.905356427,1072972.88961823,4.04694791027623
"28940","Morgan County, TN","Tennessee","TN",43038.9351546972,115125.3950083,0.42702249272831
"28940","Roane County, TN","Tennessee","TN",334872.768247802,898459.882375939,3.36888265064002
"28940","Union County, TN","Tennessee","TN",173287.614141192,471442.5117783,1.76832847211659
"29005","Atchison County, MO","Missouri","MO",25931.989074371,61178.1488940327,0.222390843451821
"29009","Barry County, MO","Missouri","MO",135003.91009932,332727.627190542,1.19385466265505
"29011","Barton County, MO","Missouri","MO",40061.4510488749,94580.2988073349,0.34421322251562
"29015","Benton County, MO","Missouri","MO",40115.203244002,96045.0096656355,0.334308738291562
"29020","Howard County, IN","Indiana","IN",1521679.92462666,4090798.94549328,13.4026322246528
"29029","Camden County, MO","Missouri","MO",286141.867487642,675749.81379716,2.46479035037235
"29033","Carroll County, MO","Missouri","MO",1084400.21016797,2555688.39242175,9.34117311938959
"29035","Carter County, MO","Missouri","MO",1036769.23833539,2437815.71624705,8.91603799942099
"29039","Cedar County, MO","Missouri","MO",32151.4993602554,77829.0332043209,0.267603723515379
"29041","Chariton County, MO","Missouri","MO",120675.698327811,284023.650812152,1.03853427542453
"29045","Clark County, MO","Missouri","MO",40601.8266913096,100522.535615485,0.353971810658792
"29055","Crawford County, MO","Missouri","MO",186135.275314364,446677.23130217,1.61455733364547
"29057","Dade County, MO","Missouri","MO",10065.8363709956,24238.3710067739,0.087914497170878
"29060","Belknap County, NH","New Hampshire","NH",1552991.942366,3620657.64872708,11.5539627121376
"29061","Daviess County, MO","Missouri","MO",85970.1178606465,210314.124302157,0.749795512023888
"29065","Dent County, MO","Missouri","MO",109013.31709174,256538.394350278,0.937764686953318
"29067","Douglas County, MO","Missouri","MO",59778.1987270038,145846.708334733,0.517144036302643
"29073","Gasconade County, MO","Missouri","MO",45129.2237013263,106149.716570525,0.388060815725666
"29075","Gentry County, MO","Missouri","MO",151147.618227363,403761.316202066,1.24089513856616
"29079","Grundy County, MO","Missouri","MO",390302.866737706,1063645.76617008,3.1692479201196
"29081","Harrison County, MO","Missouri","MO",84581.1359620003,201635.796819543,0.733053724514803
"29083","Henry County, MO","Missouri","MO",103712.594403538,251599.662392548,0.896777113005688
"29085","Hickory County, MO","Missouri","MO",34673.0765929452,83415.5189794904,0.287169343844602
"29087","Holt County, MO","Missouri","MO",62925.8632625744,148034.86052284,0.54106140784666
"29093","Iron County, MO","Missouri","MO",50474.6161590126,119986.013020773,0.437060435272074
"29100","Houston County, MN","Minnesota","MN",763287.064181633,1888740.6267796,6.93575658680484
"29100","La Crosse County, WI","Wisconsin","WI",1807437.99891935,4389436.75490795,16.7335655761524
"29100","Vernon County, WI","Wisconsin","WI",427851.531692615,1037405.89154289,3.95194165545052
"29103","Knox County, MO","Missouri","MO",33358.9917149823,80017.5467815056,0.290324403313142
"29109","Lawrence County, MO","Missouri","MO",1164109.78107844,2756318.14055088,10.0594910620951
"29115","Linn County, MO","Missouri","MO",50326.9237307565,119675.317253466,0.435806375282356
"29117","Livingston County, MO","Missouri","MO",63825.5912185009,151052.523110958,0.549588567974669
"29119","McDonald County, MO","Missouri","MO",2094790.23409644,4939730.83293593,18.0310211756312
"29121","Macon County, MO","Missouri","MO",67986.469761504,160011.674591545,0.584347568072485
"29123","Madison County, MO","Missouri","MO",61375.8455416895,147141.678945434,0.532014933047139
"29125","Maries County, MO","Missouri","MO",68555.919758862,161579.311126331,0.589211666533815
"29129","Mercer County, MO","Missouri","MO",20512.7847880482,58470.6677174514,0.202517173575049
"29131","Miller County, MO","Missouri","MO",1257911.52070159,2959748.48257667,10.8256475469786
"29137","Monroe County, MO","Missouri","MO",124592.071544804,296843.942725254,1.05820008799436
"29139","Montgomery County, MO","Missouri","MO",1223439.76081705,2926046.77413475,10.6961747644477
"29141","Morgan County, MO","Missouri","MO",202881.000760157,508853.065744179,1.82200621029559
"29143","New Madrid County, MO","Missouri","MO",157585.376951365,376835.278651455,1.36875887814487
"29149","Oregon County, MO","Missouri","MO",35546.7826461698,85322.9801659487,0.307087288091628
"29153","Ozark County, MO","Missouri","MO",40899.4078659024,96830.1410679972,0.353437365179722
"29155","Pemiscot County, MO","Missouri","MO",37059.3636276415,88821.8834041587,0.320083920220328
"29157","Perry County, MO","Missouri","MO",116310.377470272,276512.532531902,1.00821583878612
"29163","Pike County, MO","Missouri","MO",260452.952939732,615097.434024784,2.23547877677345
"29171","Putnam County, MO","Missouri","MO",2666.2806796531,6271.75635611118,0.0229114467117256
"29179","Reynolds County, MO","Missouri","MO",52595.0905148431,123661.963187603,0.45231777842765
"29180","Acadia Parish, LA","Louisiana","LA",870378.175283222,2420452.49958732,8.58380976070568
"29180","Lafayette Parish, LA","Louisiana","LA",6365467.87907426,17646337.8799788,62.5259661038342
"29180","St. Martin Parish, LA","Louisiana","LA",1006843.12968983,2799521.37519895,9.9336532628108
"29180","Vermilion Parish, LA","Louisiana","LA",759106.648824062,2117811.85897664,7.44619184107806
"29181","Ripley County, MO","Missouri","MO",26316.2460197301,61969.0265811421,0.226483609637391
"29185","St. Clair County, MO","Missouri","MO",1025677.38561922,2411600.98094253,8.82080026227239
"29186","Ste. Genevieve County, MO","Missouri","MO",42923.8352873221,103629.43744183,0.373550928372745
"29199","Scotland County, MO","Missouri","MO",3592.48534742965,8967.6160481928,0.0316122590980217
"29200","Benton County, IN","Indiana","IN",1209342.22268742,3261067.37768457,10.6907330315562
"29200","Carroll County, IN","Indiana","IN",1563856.44963365,4219950.8037417,13.8447873668009
"29200","Tippecanoe County, IN","Indiana","IN",46893446.1488288,126155862.749961,412.821562551431
"29200","Warren County, IN","Indiana","IN",1030288.13113226,2786102.26525743,9.15750586187455
"29203","Shannon County, MO","Missouri","MO",23518.0329742705,55443.1076016676,0.202188294691337
"29205","Shelby County, MO","Missouri","MO",27665.573057248,66052.8367240263,0.239625361384268
"29207","Stoddard County, MO","Missouri","MO",75489.5824737723,182331.658040925,0.658536598319884
"29209","Stone County, MO","Missouri","MO",141737.348044631,349890.664936778,1.25510198832482
"29211","Sullivan County, MO","Missouri","MO",22825.4917293557,55269.6060378929,0.202731796197964
"29215","Texas County, MO","Missouri","MO",55552.7850716168,132135.794474928,0.478421508728566
"29217","Vernon County, MO","Missouri","MO",74606.7588012499,177045.434745242,0.630922085961551
"29221","Washington County, MO","Missouri","MO",142029.033127262,335797.836883252,1.21095113472283
"29223","Wayne County, MO","Missouri","MO",22960.3791078586,54022.0642108905,0.19753655966185
"29227","Worth County, MO","Missouri","MO",19066.2332908121,45318.9977376718,0.165064295355027
"29229","Wright County, MO","Missouri","MO",28031.6582478375,65991.6064789809,0.241172600671457
"29260","Union County, OR","Oregon","OR",158610.551029075,391244.840459037,1.37666441457661
"29300","Chambers County, AL","Alabama","AL",1238565.75357378,3054811.89273263,11.4032910877167
"29300","Troup County, GA","Georgia","GA",624961.075848605,1797876.14862427,7.09254084209985
"29340","Calcasieu Parish, LA","Louisiana","LA",797875.214616382,2287143.30029208,8.11255095108447
"29340","Cameron Parish, LA","Louisiana","LA",11014.8692623343,30534.7624511688,0.107676980232185
"29340","Jefferson Davis Parish, LA","Louisiana","LA",151318.687828378,424610.793480297,1.50704872098611
"29380","Columbia County, FL","Florida","FL",7495599.61162253,24067111.8249121,83.9260006783172
"29420","Mohave County, AZ","Arizona","AZ",989598.571378251,2968496.42728332,9.99996482715823
"29460","Polk County, FL","Florida","FL",5064579.7917694,16155364.8356043,56.3736145298355
"29470","Orange County, VA","Virginia","VA",3922564.83422085,10787406.1679938,33.1110445279126
"29540","Lancaster County, PA","Pennsylvania","PA",19660852.5913359,47167060.2214844,165.608719796737
"29620","Clinton County, MI","Michigan","MI",7784641.35681993,19854473.5018187,75.5186423568648
"29620","Eaton County, MI","Michigan","MI",13314426.0983401,33943327.914699,129.11059597775
"29620","Ingham County, MI","Michigan","MI",59529168.7225542,151742751.523378,577.428993020569
"29660","Albany County, WY","Wyoming","WY",10034599.6554967,38901244.6849839,78.771003540025
"29700","Webb County, TX","Texas","TX",1440400.12394487,4671732.51319629,16.9058328394354
"29740","Do̱a Ana County, NM","New Mexico","NM",9639554.42839218,23208050.0900252,78.4878536366008
"29780","Mora County, NM","New Mexico","NM",23946.4771406282,60272.7368730992,0.20460833016367
"29780","San Miguel County, NM","New Mexico","NM",196941.374257284,459753.333471251,1.5415775947924
"29820","Clark County, NV","Nevada","NV",13662235.8074439,67294709.2327647,119.798532971869
"29860","Jasper County, MS","Mississippi","MS",115485.588724149,371076.728149924,1.02863453774994
"29860","Jones County, MS","Mississippi","MS",423919.474436435,1328697.47787295,3.8455054783174
"29900","Scotland County, NC","North Carolina","NC",1300978.32115561,3250527.19018889,12.5459804774645
"29940","Douglas County, KS","Kansas","KS",17603742.1682247,48548144.7483565,143.042678494361
"29980","Lawrence County, TN","Tennessee","TN",1522995.89002027,4105859.57380252,15.250504506637
"30001","Beaverhead County, MT","Montana","MT",153696.194958263,405815.80727094,1.41338247372084
"30003","Big Horn County, MT","Montana","MT",68064.2755328185,176131.292024865,0.670126654567523
"30005","Blaine County, MT","Montana","MT",386399.27410325,1021077.06938483,3.5530132549782
"30011","Carter County, MT","Montana","MT",574.600007560095,1514.90780598198,0.00523735506862688
"30015","Chouteau County, MT","Montana","MT",68681.4641535849,181375.670804681,0.6318681174335
"30017","Custer County, MT","Montana","MT",55360.9360338191,147857.075471065,0.534256477183958
"30019","Daniels County, MT","Montana","MT",5539.90609565405,17165.964021986,0.0616636001027293
"30020","Comanche County, OK","Oklahoma","OK",1404173.3409641,3960776.67215518,14.7431520084251
"30020","Cotton County, OK","Oklahoma","OK",12132.4039080292,34469.3434998271,0.128283739597186
"30021","Dawson County, MT","Montana","MT",38056.4101091705,100689.529444215,0.349693537433416
"30023","Deer Lodge County, MT","Montana","MT",273131.058947561,721166.962270898,2.51229978023894
"30025","Fallon County, MT","Montana","MT",5801.04545245579,13904.0106806671,0.0454038555341216
"30027","Fergus County, MT","Montana","MT",69027.7839770057,182350.879628973,0.635093270977752
"30033","Garfield County, MT","Montana","MT",1506.90268439082,3978.46275322268,0.0138635046963955
"30035","Glacier County, MT","Montana","MT",311843.565189673,823568.269236122,2.86858913800426
"30037","Golden Valley County, MT","Montana","MT",865.370711263348,2284.71631124796,0.0079614105436228
"30039","Granite County, MT","Montana","MT",39359.8241215614,103929.697427286,0.362401972211093
"30041","Hill County, MT","Montana","MT",111061.868810261,293344.807502731,1.02166555804686
"30045","Judith Basin County, MT","Montana","MT",5370.23759205664,14178.2813563642,0.049406185846921
"30047","Lake County, MT","Montana","MT",497011.707588675,1304388.5752554,4.48491964289831
"30051","Liberty County, MT","Montana","MT",4044.97967366876,10677.2620735611,0.0371648479968266
"30053","Lincoln County, MT","Montana","MT",290384.077089746,830234.431110914,3.24926807547063
"30055","McCone County, MT","Montana","MT",30819.6750547904,81368.84388223,0.283541010504072
"30057","Madison County, MT","Montana","MT",107944.627219788,284981.024480693,0.992795602593395
"30059","Meagher County, MT","Montana","MT",67834.7135059547,178834.738317447,0.622425106377826
"30060","Laclede County, MO","Missouri","MO",1427367.19740621,3475360.19059082,12.2397459542903
"30065","Musselshell County, MT","Montana","MT",39779.0597709887,105033.509019114,0.366056917229973
"30067","Park County, MT","Montana","MT",622903.664120333,1644216.71669384,5.72762275060151
"30069","Petroleum County, MT","Montana","MT",3121.90306283651,8341.13448686287,0.0286173906578411
"30071","Phillips County, MT","Montana","MT",24479.8196896443,64630.7940305724,0.225212702946002
"30073","Pondera County, MT","Montana","MT",59453.5291848917,157537.317803307,0.545822088127362
"30075","Powder River County, MT","Montana","MT",2024.66923468352,5350.88404361034,0.0184981392994139
"30077","Powell County, MT","Montana","MT",191154.19847921,491339.529284129,1.67458787175637
"30079","Prairie County, MT","Montana","MT",1388.23456919431,3693.00389917488,0.0127196992764602
"30081","Ravalli County, MT","Montana","MT",1672767.20721517,4341529.23201653,14.9123965894408
"30083","Richland County, MT","Montana","MT",46523.0087931688,125118.937262136,0.444680027656269
"30085","Roosevelt County, MT","Montana","MT",48405.1970796631,127965.2429445,0.445109465388819
"30087","Rosebud County, MT","Montana","MT",51454.9160439435,138769.902079344,0.483600832949745
"30089","Sanders County, MT","Montana","MT",28434.8812765449,74757.741480066,0.259313411203658
"30091","Sheridan County, MT","Montana","MT",34296.0134260318,90546.4018366486,0.315445419146618
"30097","Sweet Grass County, MT","Montana","MT",1876.19620302638,4954.19677745041,0.0172769951311785
"30099","Teton County, MT","Montana","MT",49868.3798109257,132680.990237837,0.449339507666539
"30101","Toole County, MT","Montana","MT",20702.8312700864,54659.6842895499,0.190480399549406
"30103","Treasure County, MT","Montana","MT",640.161651337491,1717.97241823283,0.00583742843217752
"30105","Valley County, MT","Montana","MT",85183.7073145338,226112.071156488,0.809898239303679
"30107","Wheatland County, MT","Montana","MT",11185.4625520166,32114.2571565878,0.113602719501264
"30109","Wibaux County, MT","Montana","MT",69.5917654034137,211.577172665321,0.000588185481584005
"30140","Lebanon County, PA","Pennsylvania","PA",10426703.2251341,25042148.6271493,88.3715031240063
"30150","Grafton County, NH","New Hampshire","NH",54012819.2680734,130287241.042464,379.14760206292
"30150","Orange County, VT","Vermont","VT",12055201.5247629,29052381.716111,84.7617064813173
"30150","Sullivan County, NH","New Hampshire","NH",6233043.64226256,14937726.9803211,44.4729991394463
"30150","Windsor County, VT","Vermont","VT",22847782.9554698,55062390.1255992,160.521004095207
"30180","Plymouth County, IA","Iowa","IA",173281.67830451,440702.161324738,1.41825495155179
"30260","Union County, PA","Pennsylvania","PA",1309027.75689564,3169465.00212429,11.0911367846257
"30280","Marshall County, TN","Tennessee","TN",1905424.96669559,5156580.57275511,19.1391482404976
"30300","Asotin County, WA","Washington","WA",749023.448928169,2076086.07794978,6.02502904526568
"30300","Nez Perce County, ID","Idaho","ID",1485962.16184375,4826354.7833549,12.714592272915
"30340","Androscoggin County, ME","Maine","ME",2204529.94269986,5054357.01726488,18.889540853722
"30380","Mifflin County, PA","Pennsylvania","PA",2919023.08423535,7010181.54915526,24.7897581268021
"30420","Dawson County, NE","Nebraska","NE",271039.872301284,703924.519870806,2.49768319118719
"30420","Gosper County, NE","Nebraska","NE",22954.2887063911,62472.4715370187,0.216969108985729
"30460","Bourbon County, KY","Kentucky","KY",1330224.86400683,3475122.51175156,11.4977632586087
"30460","Clark County, KY","Kentucky","KY",2936604.1968346,7672654.34736088,25.312258417004
"30460","Fayette County, KY","Kentucky","KY",88579755.1253948,231249553.423964,762.840800388551
"30460","Jessamine County, KY","Kentucky","KY",7511545.43015765,19643554.6230345,64.8169378821644
"30460","Scott County, KY","Kentucky","KY",4980185.7813643,13001232.0513431,43.1190178298636
"30460","Woodford County, KY","Kentucky","KY",4770992.81627883,12469229.6106248,41.0567795291523
"30500","Calvert County, MD","Maryland","MD",4819616.07411801,10534970.0221405,35.6480690034495
"30500","St. Mary's County, MD","Maryland","MD",4196620.07646194,9251710.35995808,30.1213390305015
"30580","Seward County, KS","Kansas","KS",28827.8707510833,75998.5482240394,0.214794519878025
"30620","Allen County, OH","Ohio","OH",1263608.02167993,3311150.77119237,12.4231154061729
"30660","Logan County, IL","Illinois","IL",361923.85230765,1016636.93961404,3.52071809981811
"30700","Lancaster County, NE","Nebraska","NE",21389810.6461849,55364206.7051484,196.641441674149
"30700","Seward County, NE","Nebraska","NE",516239.212369656,1331695.47336917,4.7062233377596
"30780","Faulkner County, AR","Arkansas","AR",5151956.10852098,14462620.237713,45.4667949494918
"30780","Grant County, AR","Arkansas","AR",740860.320291172,2084112.721613,6.54719524714594
"30780","Lonoke County, AR","Arkansas","AR",4151894.31908292,11645533.6581793,36.7086478216266
"30780","Perry County, AR","Arkansas","AR",113573.581473248,318314.602849997,0.999476633058407
"30780","Pulaski County, AR","Arkansas","AR",53167014.6539812,149220884.812173,468.500325758586
"30780","Saline County, AR","Arkansas","AR",10208323.6886223,28645317.1553477,90.1395702569826
"30820","Clinton County, PA","Pennsylvania","PA",3999252.11019059,9626220.43729416,33.970036348308
"30860","Cache County, UT","Utah","UT",9579676.20136878,26302852.5337896,109.826725767777
"30860","Franklin County, ID","Idaho","ID",54213.8381536913,158413.207584881,0.606781409161163
"30900","Cass County, IN","Indiana","IN",433801.079858239,1183305.34854902,3.92326276086002
"30980","Gregg County, TX","Texas","TX",1487602.85768186,4809013.44398558,17.3882142329448
"30980","Harrison County, TX","Texas","TX",787634.52298801,2538388.64897394,9.19228303875897
"30980","Rusk County, TX","Texas","TX",877795.715864469,2847960.5115487,10.3113363959937
"30980","Upshur County, TX","Texas","TX",629144.627140052,2042215.82330248,7.38987725753516
"31003","Antelope County, NE","Nebraska","NE",19907.6258656288,54256.2448501707,0.178539873731167
"31005","Arthur County, NE","Nebraska","NE",371.824150207252,962.15106575986,0.00342078218190672
"31009","Blaine County, NE","Nebraska","NE",7834.86544724339,20273.8959692331,0.0720807621146392
"31011","Boone County, NE","Nebraska","NE",20832.6041122415,54500.5973274837,0.190521264165244
"31013","Box Butte County, NE","Nebraska","NE",17732.9298006472,46278.291443834,0.162552944249368
"31015","Boyd County, NE","Nebraska","NE",157.900367345839,408.591014437849,0.00145268337958172
"31017","Brown County, NE","Nebraska","NE",276.176188637615,714.647539938073,0.00254082093546606
"31020","Cowlitz County, WA","Washington","WA",4370315.4570193,10585339.8513939,35.2380091710556
"31021","Burt County, NE","Nebraska","NE",1198469.87165604,3108088.66543652,11.0152666510807
"31023","Butler County, NE","Nebraska","NE",39446.1086468899,103736.210936988,0.359932718689797
"31027","Cedar County, NE","Nebraska","NE",261058.209717864,717964.44650891,2.33023451037676
"31029","Chase County, NE","Nebraska","NE",2702.20738583328,6992.36914744368,0.0248603079496662
"31031","Cherry County, NE","Nebraska","NE",1486.68785094346,4297.87061593305,0.0129185477094778
"31033","Cheyenne County, NE","Nebraska","NE",353392.892133843,914457.405762947,3.25121460763136
"31039","Cuming County, NE","Nebraska","NE",199156.297352667,516949.085599118,1.83077578603106
"31041","Custer County, NE","Nebraska","NE",23355.3631144639,63741.3921776411,0.219720445366558
"31045","Dawes County, NE","Nebraska","NE",21569.734861576,59196.1051785844,0.203197818921398
"31049","Deuel County, NE","Nebraska","NE",1567.22413172853,4055.42880360696,0.0144184620119024
"31051","Dixon County, NE","Nebraska","NE",81523.7393701461,252374.264751307,0.680372802678766
"31057","Dundy County, NE","Nebraska","NE",1351.77616600622,3926.69075194683,0.0117135347716235
"31059","Fillmore County, NE","Nebraska","NE",4516.71993635361,12082.6970636486,0.0409269047479803
"31060","Los Alamos County, NM","New Mexico","NM",330451.864025789,770274.789464302,2.58173553233587
"31061","Franklin County, NE","Nebraska","NE",1006.23298664059,2605.40200081598,0.00924714086521211
"31063","Frontier County, NE","Nebraska","NE",167836.905242166,434321.687615278,1.54413234655249
"31065","Furnas County, NE","Nebraska","NE",8768.68569183278,22712.8247746856,0.0807009262397106
"31069","Garden County, NE","Nebraska","NE",1836.61754977941,4752.52490170031,0.0168968814579706
"31071","Garfield County, NE","Nebraska","NE",54139.7344510205,140196.864227988,0.498054862230365
"31075","Grant County, NE","Nebraska","NE",41.3964886685028,107.119657690107,0.000380847695750226
"31077","Greeley County, NE","Nebraska","NE",3026.61160642932,7833.46881812995,0.0278479313408341
"31080","Los Angeles County, CA","California","CA",1261532381.25709,3384885012.62633,11103.2059664116
"31080","Orange County, CA","California","CA",231096571.072748,620200122.121976,2034.48922466691
"31081","Hamilton County, NE","Nebraska","NE",58381.1660855911,151070.072071019,0.537106727987438
"31083","Harlan County, NE","Nebraska","NE",2640.09079563693,6609.29273542869,0.023309249365157
"31085","Hayes County, NE","Nebraska","NE",41.3964886685028,107.119657690107,0.000380847695750226
"31087","Hitchcock County, NE","Nebraska","NE",2707.60384650087,7006.33330329467,0.024909955387808
"31089","Holt County, NE","Nebraska","NE",7296.46978536195,19190.0976508702,0.0666059720990183
"31091","Hooker County, NE","Nebraska","NE",17.035281049029,44.0813589104043,0.000156724585651067
"31095","Jefferson County, NE","Nebraska","NE",97139.1596722003,250049.201731831,0.892084547282399
"31097","Johnson County, NE","Nebraska","NE",342223.741524135,885228.98975377,3.14171790277653
"31101","Keith County, NE","Nebraska","NE",57432.9814460809,148685.987796383,0.528355742935323
"31103","Keya Paha County, NE","Nebraska","NE",1762.07952337015,4559.6465168258,0.0162111316150053
"31105","Kimball County, NE","Nebraska","NE",4446.64113537436,12838.5915809906,0.0398040452708476
"31107","Knox County, NE","Nebraska","NE",29428.5320174692,87001.5569080032,0.25226376586369
"31115","Loup County, NE","Nebraska","NE",1.44431650428565,3.73738678113944,0.000013287711839428
"31117","McPherson County, NE","Nebraska","NE",78.7954505195737,203.895111848379,0.000724918144780078
"31123","Morrill County, NE","Nebraska","NE",3929.57519293539,10170.0232797347,0.03615519633669
"31125","Nance County, NE","Nebraska","NE",32463.981225577,83267.9199796828,0.276607600347529
"31127","Nemaha County, NE","Nebraska","NE",97969.3799790909,253130.384740261,0.893756416972977
"31129","Nuckolls County, NE","Nebraska","NE",5608.43127658095,14593.2778949377,0.0515030189162108
"31131","Otoe County, NE","Nebraska","NE",521286.401859361,1349899.53748025,4.78901156005457
"31133","Pawnee County, NE","Nebraska","NE",221546.682069219,573286.49288944,2.03823142654179
"31135","Perkins County, NE","Nebraska","NE",2875.48172966769,7445.69709949029,0.0264730988223159
"31137","Phelps County, NE","Nebraska","NE",59673.939855258,154821.577125355,0.548055305183549
"31140","Bullitt County, KY","Kentucky","KY",3521575.41458008,9211003.84269687,30.3643805245335
"31140","Clark County, IN","Indiana","IN",4113228.02897776,10839245.214173,35.7587275449394
"31140","Floyd County, IN","Indiana","IN",3342226.55548316,8752064.34736203,29.2661026411816
"31140","Harrison County, IN","Indiana","IN",1249872.49133345,3298355.51600334,10.8842244976915
"31140","Henry County, KY","Kentucky","KY",537986.133525723,1406585.29717053,4.63727114248085
"31140","Jefferson County, KY","Kentucky","KY",66261889.894326,173298244.207091,570.981349905505
"31140","Meade County, KY","Kentucky","KY",754822.858033299,1979609.76396694,6.56957159876713
"31140","Nelson County, KY","Kentucky","KY",1267967.29561268,3331764.85746603,11.0221656325628
"31140","Oldham County, KY","Kentucky","KY",4506609.07395259,11787681.9660223,38.8753980701746
"31140","Shelby County, KY","Kentucky","KY",1535011.07229576,4020190.12469549,13.2837138152098
"31140","Spencer County, KY","Kentucky","KY",605961.493123226,1585940.4906077,5.2448766318486
"31140","Washington County, IN","Indiana","IN",598215.190662796,1601022.80874655,5.24636409164548
"31143","Polk County, NE","Nebraska","NE",13867.0081283962,35879.7747578578,0.127574777179881
"31145","Red Willow County, NE","Nebraska","NE",8795.27543581141,22934.7213773274,0.0808554773757342
"31147","Richardson County, NE","Nebraska","NE",283625.222476881,733968.757376213,2.60925600695957
"31149","Rock County, NE","Nebraska","NE",2983.46628870747,7726.34170757866,0.0274594703124676
"31151","Saline County, NE","Nebraska","NE",216404.106840061,563674.72048873,1.99566193370503
"31161","Sheridan County, NE","Nebraska","NE",8983.20024085792,23273.094711019,0.0825940657124193
"31163","Sherman County, NE","Nebraska","NE",4968.02040432179,13176.9379571936,0.0456464447991175
"31165","Sioux County, NE","Nebraska","NE",1605.13882128768,4173.85264526436,0.0148053873271306
"31169","Thayer County, NE","Nebraska","NE",229794.067212082,594367.973695774,2.10961711716023
"31171","Thomas County, NE","Nebraska","NE",78.7954505195737,203.895111848379,0.000724918144780078
"31173","Thurston County, NE","Nebraska","NE",11967.1943244871,34787.640002151,0.103427007851184
"31175","Valley County, NE","Nebraska","NE",7680.99205543628,21156.172620986,0.068506572380444
"31179","Wayne County, NE","Nebraska","NE",68030.7908312657,186819.921688708,0.58429040387851
"31180","Cochran County, TX","Texas","TX",36315.5081083353,118297.546484879,0.428522995678357
"31180","Crosby County, TX","Texas","TX",138403.338925502,450649.480455524,1.63220279136407
"31180","Garza County, TX","Texas","TX",83452.6681492774,242071.672219216,0.869628901898106
"31180","Hockley County, TX","Texas","TX",431274.551557504,1403440.70395941,5.07959847899952
"31180","Lubbock County, TX","Texas","TX",14482376.8350862,47066176.1157965,170.413683539969
"31180","Lynn County, TX","Texas","TX",86267.5281585656,281002.617906828,1.01789301337799
"31183","Wheeler County, NE","Nebraska","NE",51933.2130013053,134385.021009765,0.477785559612009
"31185","York County, NE","Nebraska","NE",254605.076386015,658790.828827523,2.33863129857399
"31220","Mason County, MI","Michigan","MI",383942.027459288,987918.028717,3.72834601300185
"31260","Angelina County, TX","Texas","TX",1401893.91193947,4558440.18165394,16.5096457061251
"31300","Robeson County, NC","North Carolina","NC",5802144.34046585,14542952.3772732,56.1929506532112
"31340","Amherst County, VA","Virginia","VA",909798.985615453,2496919.03042176,7.7652659857124
"31340","Appomattox County, VA","Virginia","VA",557904.698118946,1502789.32978067,4.88357758318396
"31340","Bedford County, VA","Virginia","VA",1772988.32524574,4781771.97748028,15.5776270792052
"31340","Campbell County, VA","Virginia","VA",1427670.42578394,3837298.30730576,12.6277577195992
"31340","Lynchburg city, VA","Virginia","VA",2628022.33660396,7023220.73911753,23.2904020299478
"31380","McDonough County, IL","Illinois","IL",232027.345823951,646647.542055782,2.21646804423266
"31420","Bibb County, GA","Georgia","GA",2815954.00642917,8245873.95343656,33.0790374005843
"31420","Crawford County, GA","Georgia","GA",140255.276093361,413010.068452685,1.64733885892532
"31420","Jones County, GA","Georgia","GA",413973.10906692,1216178.25046298,4.87521107591006
"31420","Monroe County, GA","Georgia","GA",294966.456764394,825762.425284725,3.21895510544232
"31420","Twiggs County, GA","Georgia","GA",53230.2262712357,156201.377969361,0.62724968191985
"31500","Jefferson County, IN","Indiana","IN",481840.531766164,1287877.45087695,4.28656473692338
"31540","Columbia County, WI","Wisconsin","WI",9549232.87585457,22686151.9551672,89.6659910611869
"31540","Dane County, WI","Wisconsin","WI",298819239.444325,708255951.256715,2808.73671427919
"31540","Green County, WI","Wisconsin","WI",3534341.07476562,8394076.59234833,33.1855391240961
"31540","Iowa County, WI","Wisconsin","WI",2195717.74429513,5210545.70068474,20.6128412422643
"31580","Hopkins County, KY","Kentucky","KY",465489.208301117,1224613.79078607,4.13302376410734
"31620","Columbia County, AR","Arkansas","AR",105380.594127283,295323.819465976,0.947757881956155
"31680","Hot Spring County, AR","Arkansas","AR",564953.679367403,1582453.2173335,4.99443371792925
"31700","Hillsborough County, NH","New Hampshire","NH",30790389.2644691,69719878.4426184,239.277482290929
"31740","Geary County, KS","Kansas","KS",676774.582418437,1871029.84357175,5.49955218672393
"31740","Pottawatomie County, KS","Kansas","KS",1593811.47781778,4405450.5721054,12.9713949475421
"31740","Riley County, KS","Kansas","KS",6903564.8270129,19070447.2328385,55.9314256144489
"31820","Manitowoc County, WI","Wisconsin","WI",1174263.75889061,2851250.56384113,10.9859330222588
"31860","Blue Earth County, MN","Minnesota","MN",2715985.49017864,6731629.34175859,24.7056350954408
"31860","Nicollet County, MN","Minnesota","MN",1320091.5592065,3266031.33710843,11.9712156281318
"31900","Richland County, OH","Ohio","OH",1274733.9755158,3324888.56840418,12.5134065626642
"31930","Washington County, OH","Ohio","OH",794286.645761683,2080129.88169603,7.70551138912871
"31940","Marinette County, WI","Wisconsin","WI",767456.676317246,1848935.09778205,7.16376301101468
"31940","Menominee County, MI","Michigan","MI",228059.593276703,590651.284740274,2.21248784078862
